"university_name","lon","lat"
"National Yang Ming University",121.5137024,25.1230017
"Northern Arizona University",-111.653237,35.1901948
"Saarland University",7.040975,49.2550284
"Sao Paulo State University",-46.7307891,-23.5613991
"Swansea Univ",-3.982132,51.608392
"The College of  William and Mary",-76.713378,37.271674
"The Graduate University for Advanced Studies",139.608389,35.261095
"The Royal Veterinary and Agricultural University",12.5420772,55.679577
"The University of Akron",-81.5111129,41.0759148
"The University of Connecticut Health Center",-72.7902844,41.7307985
"The University of Memphis",-89.938117,35.118722
"University of Bari",16.8684745,41.1205546
"University of Central Florida",-81.2000599,28.6024274
"University of Giessen",8.6771313,50.5804427
"University of Jena",11.5898195,50.9295513
"University of Jyvaskyla",25.7316335,62.2365317
"University of Louisville",-85.7601557,38.2150452
"University of Maastricht",5.6864017,50.8471422
"University of Maine",-68.6696269,44.9013457
"University of Mississippi",-89.538443,34.3647324
"University of Provence (Aix-Marseille 1)",5.4109885,43.3369618
"University of Quebec",-71.2747424,46.7817463
"University of Rostock",12.1035044,54.0755448
"University of Sevilla",-5.9912307,37.3807579
"University of Sherbrooke",-71.9255204,45.3768886
"University of Tennessee Health Science Center",-90.0304635,35.140441
"University of Tromso",18.9712162,69.6798027
"University of Wisconsin - Milwaukee",-87.8819686,43.078263
"University of Wroclaw",17.034463,51.1140053
"Victor Segalen Bordeaux 2 University",-0.6063419,44.8251764
"Vrije University Brussel",4.394886,50.821658
"University of Arkansas at Fayetteville",-94.1736551,36.0678324
"Brunel University",-0.4692108,51.5331581
"Louisiana State University Health Sciences Center",-90.0832621,29.9572962
"Mississippi State University",-88.794525,33.456642
"Shandong University",117.029014,36.64893
"University of Arkansas at Little Rock",-92.3393046,34.7222984
"University of New England",-70.3890932,43.458625
"West Virginia University",-79.9559358,39.6361396
"Rutgers, The State University of New Jersey",-74.4470536,40.5014869
"Catholic University of Chile",-70.6407933,-33.4411279
"Lanzhou University",103.8585624,36.0477699
"Nankai University",117.1742232,39.1039443
"University of Hannover",9.7196989,52.3829641
"University of Kansas Medical Center",-94.6090437,39.0549176
"University of Lille 1",3.138063,50.609049
"University of Colorado at Denver",-104.999641,39.7467241
"Cranfield University",-0.6293078,52.0743967
"University of Dortmund",7.4128386,51.4926981
"Curtin University of Technology",115.8944182,-32.0061951
"University of Pompeu Fabra",2.1790535,41.3793687
"University of Santiago Compostela",-8.545475,42.8799935
"King Fahd University of Petroleum & Minerals",50.1445651,26.3104682
"Southeast University",-81.917928,28.029681
"The University of Texas at San Antonio",-98.6207675,29.5830244
"University of Versailles",2.1415094,48.7995965
"Xian Jiao Tong University",108.98371,34.250575
"University of Lorraine",6.1764664,48.6962743
"Karlsruhe Institute of Technology (KIT)",8.4170303,49.0119199
"Beijing Normal University",116.3662615,39.9619537
"Beijing University of Aeronautics and Astronautics",116.3472564,39.9809553
"Federal University of Sao Paulo",-46.6489943,-23.5916438
"University of Malaya",101.6545492,3.1201068
"University of Milan - Bicocca",9.213452,45.518383
"University of Technology, Sydney",151.2004942,-33.8832376
"University of Zagreb",15.9698015,45.8105703
"Aix Marseille University",5.3591422,43.2922146
"University of Washington",-122.3035199,47.6553351
"",NA,NA
"University of California-Berkeley",-122.2585399,37.8718992
"University of Michigan-Ann Arbor",-83.7382241,42.2780436
"The University of Melbourne",144.9611738,-37.7963689
"University of Pittsburgh-Pittsburgh Campus",-79.960835,40.4443533
"Swiss Federal Institute of Technology Lausanne",6.5667576,46.5190557
"Texas A & M University",-99.9018131,31.9685988
"The University of New South Wales",151.2312675,-33.917347
"University Paris Diderot - Paris 7",2.3817936,48.8293187
"Icahn School of Medicine at Mount Sinai",-73.9534,40.789756
"Norwegian University of Science and Technology - NTNU",10.402077,63.419499
"Queen Mary, University of London",-0.0403745,51.5240671
"Western University (The University of Western Ontario)",-81.2737336,43.0095971
"Beihang University",116.3472564,39.9809553
"Central South University",112.93251,28.16437
"ESPCI ParisTech",2.3472064,48.8414272
"London School of Hygiene & Tropical Medicine",-0.1302803,51.5209007
"SUNY at Albany",-73.8255313,42.6858364
"UNESP",-51.3568473,-20.3994463
"University of Campinas",-47.0647206,-22.8184393
"Capital University of Medical Sciences",116.352877,39.865173
"Catholic University of Korea",127.0043275,37.5859218
"King Abdullah University of Science and Technology",39.104697,22.309465
"MINES ParisTech",2.339632,48.845585
"Nanjing Medical University",118.774763,32.043846
"Peking Union Medical College",116.414837,39.911456
"University of Auvergne",3.0892171,45.7599363
"University of Science, Malaysia",100.3025177,5.3559337
"University of Paris-Sud (Paris 11)",2.1764839,48.6976847
"University of Pittsburgh, Pittsburgh Campus",-79.960835,40.4443533
"Université libre de Bruxelles (ULB)",4.3822222,50.8132068
"Vrije Universiteit Brussel (VUB)",4.394886,50.821658
"Toulouse School of Economics",1.4311596,43.6053604
"University at Buffalo, the State University of New York",-78.7889697,43.0008093
"University of Alabama at Birmingham",-86.8059187,33.5008055
"University of Montpellier",3.8603619,43.6319555
"China Medical University",123.412273,41.793213
"Paris Dauphine University (Paris 9)",2.273451,48.870029
"The University of Newcastle, Australia",151.7041775,-32.8927718
"University at Albany (State University of New York)",-73.8255313,42.6858364
"University of Montana - Missoula",-113.9852081,46.8600672
