"university_name","lon","lat"
"Dankook University",127.1267503,37.3215984
"Queensland University of Technology",153.0284231,-27.477356
"Deakin University",145.1149452,-37.8477381
"Tilburg University",5.0419736,51.5631406
"Inha University",126.653116,37.449627
"Chungnam National University",127.3459548,36.3699872
"Griffith University",153.053674,-27.5536791
"Catholic University of Korea",127.0043275,37.5859218
"University of Patras",21.7871827,38.28657
"Missouri University of Science and Technology",-91.7755727,37.953451
"University of Portsmouth",-1.0935686,50.7951287
"State University of New York Upstate Medical University",-76.1396943,43.0425431
"Rovira i Virgili University",1.260497,41.1196609
"Gifu University",136.7365752,35.4662236
"Hacettepe University",32.7299184,39.8705295
"Kindai University",135.587042,34.65123
"King Abdullah University of Science and Technology",39.104697,22.309465
"University of Insubria",8.827665,45.814548
"UNESP, São Paulo State University",-50.4374706,-22.6495713
"Jichi Medical University",139.860547,36.399763
"Marche Polytechnic University",13.5127759,43.6171442
"Aston University",-1.8902314,52.4869642
"University of the Balearic Islands",2.6438106,39.6392898
"San Francisco State University",-122.4782094,37.721897
"Kitasato University",139.72563,35.644758
"University of Cantabria",-3.804062,43.471405
"Mie University",136.523589,34.746053
"University of Évry Val d'Essonne",2.4259795,48.6249351
"Yamaguchi University",131.467635,34.147662
"Showa University",139.7037786,35.6082833
"North Dakota State University - Main Campus",-96.8013927,46.8921783
"Paul Valéry University, Montpellier III",3.8705564,43.6315656
"Wuhan University of Technology",114.356477,30.610732
"National Polytechnic Institute",-99.135402,19.496696
"Jikei University School of Medicine",139.7508176,35.6624661
"Yamagata University",140.3493705,38.2466122
"Inje University",128.90269,35.248712
"University of Caen Lower Normandy",-0.363888,49.188971
"University of Castilla–La Mancha",-3.9266844,38.9933175
"University of Electro-Communications",139.544066,35.6560445
"Yeungnam University",128.7575746,35.8322424
"Jawaharlal Nehru Centre for Advanced Scientific Research",77.6109456,13.0685451
"University of Perpignan Via Domitia",2.8988733,42.6820428
"University of Salento",18.1672669,40.3495599
"Fukuoka University",130.3649282,33.5483247
"Blaise Pascal University",3.1123259,45.7640856
"Bowling Green State University",-83.6300826,41.3797788
"Norwegian University of Life Sciences",10.7680122,59.6663589
"University of Picardie Jules Verne",2.263799,49.876407
"University of Hohenheim",9.2139326,48.7119251
"University of Eastern Piedmont Amedeo Avogadro",8.4185648,45.3290871
"Budapest University of Technology and Economics",19.0554834,47.4813261
"Jaume I University",-0.0689003,39.9945711
"Kangwon National University",127.743386,37.869984
"Wright State University - Dayton",-84.0635798,39.7814843
"Chungbuk National University",127.4583253,36.6282989
"Sejong University",127.075092,37.549035
"Chung-Ang University",126.956954,37.504147
"Chosun University",126.9312501,35.1405727
"Ritsumeikan University",135.7233044,35.0325561
"University of the Ryukyus",127.7651421,26.2475821
"Fluminense Federal University",-43.131309,-22.904648
"Bilkent University",32.7475962,39.8746147
"Saitama University",139.608483,35.8654477
"RMIT University",144.9639667,-37.8085495
"Hirosaki University",140.4724839,40.5894834
"Teikyo University",139.7145029,35.7592746
"University of Veterinary Medicine Vienna",16.4316619,48.2544223
"Huazhong Agricultural University",114.353035,30.475126
"Jean Monnet University",4.392985,45.424622
"Shimane University",133.0681164,35.4865462
"Gazi University",32.822951,39.942758
"National University of Colombia",-74.0840464,4.6381938
"Boğaziçi University",29.0510399,41.0847571
"Pukyong National University",129.1037235,35.1338105
"Federal University of Paraná",-49.2617658,-25.4269081
"Hallym University",127.7377722,37.8862292
"University of the Republic (Uruguay)",-56.1764642,-34.9022619
"Public University of Navarre",-1.6366142,42.8004323
"Jiangsu University",119.514279,32.19932
"University of Reims Champagne-Ardenne",4.04023,49.255799
"Chung Shan Medical University",120.650412,24.1225235
"Amirkabir University of Technology",51.4091693,35.7040861
"University of Valenciennes and Hainaut-Cambresis",3.5144706,50.3283586
"University of the Algarve",-7.9722079,37.0439713
"Federal University of Ceará",-38.539389,-3.741262
"Federico Santa María Technical University",-71.5956131,-33.0347298
"Fu Jen Catholic University",121.4327592,25.0362991
"Tarbiat Modares University",51.383872,35.7233975
"University of Puerto Rico at Mayagüez",-67.1391071,18.2110294
"University of Pau and Pays de l'Adour",-0.365746,43.3151242
"China Medical University (PRC)",123.412273,41.793213
"Federal University of ABC",-46.5284139,-23.6441964
"King Juan Carlos University",-3.8748922,40.3366526
"University of Maine (Le Mans)",0.1609863,48.0177311
"National Taipei University of Technology",121.5354983,25.0422138
"National University of Defense Technology",112.999835,28.2297114
"Columbia University",-73.9625727,40.8075355
"California Institute of Technology",-118.125269,34.1376576
"University of California, San Diego",-117.2340135,32.8800604
"University of Illinois at Urbana–Champaign",-88.2271615,40.1019523
"Weizmann Institute of Science",34.811363,31.907867
"Rutgers University-New Brunswick",-74.4473991,40.5008186
"University of Paris-Sud",2.1764839,48.6976847
"Pierre-and-Marie-Curie University",2.357499,48.8471036
"University of Rochester",-77.6260033,43.1305531
"Technion – Israel Institute of Technology",35.0231271,32.7767783
"National Research Nuclear University MEPhI",37.6638741,55.649567
"University of Lethbridge",-112.8594482,49.6786466
"Gachon University",127.1288474,37.4507452
"Babeș-Bolyai University",23.5912762,46.7677955
