"lon","lat","university_name"
NA,NA,"Middlesex University"
NA,NA,"Moscow Institute of Physics and Technology"
NA,NA,"University of Murcia"
NA,NA,"Nagasaki University"
NA,NA,"University of Nairobi"
NA,NA,"National Chengchi University"
NA,NA,"National Chung Cheng University"
NA,NA,"National Chung Hsing University"
NA,NA,"National Taipei University of Technology"
NA,NA,"National University of Córdoba"
NA,NA,"National University of Science and Technology (MISiS)"
NA,NA,"National University of Sciences and Technology"
NA,NA,"Niigata University"
NA,NA,"Northumbria University"
NA,NA,"Northwestern Polytechnical University"
NA,NA,"Nottingham Trent University"
NA,NA,"Oakland University"
NA,NA,"Ocean University of China"
NA,NA,"Ohio University"
NA,NA,"Okayama University"
NA,NA,"Osaka Prefecture University"
NA,NA,"University of Pardubice"
NA,NA,"Paris-Sorbonne University – Paris 4"
NA,NA,"University of Patras"
NA,NA,"University of Pécs"
NA,NA,"Pontifical Catholic University of Paraná"
NA,NA,"Pontifical Catholic University of Rio Grande do Sul (PUCRS)"
NA,NA,"Pontifical Catholic University of Valparaíso"
NA,NA,"Prince of Songkla University"
NA,NA,"Qatar University"
NA,NA,"Rio de Janeiro State University (UERJ)"
NA,NA,"Rochester Institute of Technology"
NA,NA,"Saitama University"
NA,NA,"University of Salford"
NA,NA,"University of Santiago, Chile (USACH)"
NA,NA,"São Paulo State University (UNESP)"
NA,NA,"Savitribai Phule Pune University"
NA,NA,"University of Science and Technology Beijing"
NA,NA,"Sejong University"
NA,NA,"Shahid Beheshti University"
NA,NA,"Shanghai University"
NA,NA,"Shantou University"
NA,NA,"Sheffield Hallam University"
NA,NA,"Shinshu University"
NA,NA,"Showa University"
NA,NA,"Sichuan University"
NA,NA,"University of Silesia in Katowice"
NA,NA,"Slovak University of Technology in Bratislava"
NA,NA,"Sogang University"
NA,NA,"Sophia University"
NA,NA,"University of South Africa"
NA,NA,"Southern Federal University"
NA,NA,"University of Southern Mississippi"
NA,NA,"University of Southern Queensland"
NA,NA,"Suez Canal University"
NA,NA,"Sultan Qaboos University"
NA,NA,"Suranaree University of Technology"
NA,NA,"University of Szeged"
NA,NA,"Taipei Medical University"
NA,NA,"Taras Shevchenko National University of Kyiv"
NA,NA,"Technical University of Madrid"
NA,NA,"University of Tehran"
NA,NA,"University of Texas at El Paso"
NA,NA,"Texas Tech University"
NA,NA,"Tokai University"
NA,NA,"Tokushima University"
NA,NA,"Tokyo University of Marine Science and Technology"
NA,NA,"Tokyo University of Science"
NA,NA,"Tomsk State University"
NA,NA,"Tottori University"
NA,NA,"Toyohashi University of Technology"
NA,NA,"Universiti Kebangsaan Malaysia"
NA,NA,"Universiti Putra Malaysia"
NA,NA,"Universiti Sains Malaysia"
NA,NA,"Universiti Teknologi MARA"
NA,NA,"Ural Federal University"
NA,NA,"V.N. Karazin Kharkiv National University"
NA,NA,"Vilnius University"
NA,NA,"Warsaw University of Technology"
NA,NA,"University of West Bohemia"
NA,NA,"University of the West of England"
NA,NA,"West University of Timişoara"
NA,NA,"University of Westminster"
NA,NA,"Xidian University"
NA,NA,"Yeungnam University"
NA,NA,"Yıldız Technical University"
NA,NA,"Yokohama City University"
NA,NA,"Yokohama National University"
