"world_rank","university_name","national_rank","total_score","alumni","award","hici","ns","pub","pcp","year","lon","lat"
"201-302","University of Gothenburg","5-7",NA,0,15.5,0,10.8,37.8,12.9,2009,11.9853213,57.6954209
"201-302","University of Guelph","7-18",NA,0,0,16.2,14.3,33.5,19.6,2009,-80.2245283,43.5331548
"201-302","University of Halle-Wittenberg","15-24",NA,5.5,8.9,7.3,10.7,28.3,15,2009,11.9695316,51.4861319
"201-302","University of Houston","91-112",NA,0,0,20.5,10.5,34.8,17.4,2009,-95.3422334,29.7199489
"201-302","University of Innsbruck","2-3",NA,0,10.9,7.3,15.9,23.8,14.5,2009,-81.2365003,28.5527426
"201-302","University of Kansas - Lawrence","91-112",NA,13.4,0,12.6,14.6,32.5,15.2,2009,-95.2557961,38.9543439
"201-302","University of Karlsruhe","15-24",NA,5.5,0,10.3,13.3,31.6,16.5,2009,8.4170303,49.0119199
"201-302","University of Kentucky","91-112",NA,12.2,0,7.3,11.7,42.4,17.7,2009,-84.5039697,38.0306511
"201-302","University of Lausanne","7",NA,0,0,12.6,20,30.2,21,2009,6.6528621,46.5287859
"201-302","University of Leipzig","15-24",NA,15.5,15.5,0,9.1,35.5,19,2009,12.3784615,51.3385738
"201-302","University of Liege","5-6",NA,9.5,0,10.3,11.8,30.2,24.6,2009,5.559064,50.5830803
"201-302","University of Manitoba","7-18",NA,0,0,16.2,9.4,34.8,15.8,2009,-97.1366259,49.8075008
"201-302","University of Marburg","15-24",NA,15.5,0,14.5,15.3,29.9,17.5,2009,8.7741641,50.8106859
"201-302","University of Medicine and Dentistry New Jersey","91-112",NA,0,0,22.9,12.5,33.7,19.6,2009,-74.1907274,40.74353
"201-302","University of Missouri - Columbia","91-112",NA,10.9,0,7.3,13.1,41,14.6,2009,-92.3277375,38.9403808
"201-302","University of Montpellier 2","8-14",NA,12.2,0,12.6,14.4,32.9,17.6,2009,3.861592,43.631507
"201-302","University of Notre Dame","91-112",NA,14.5,0,12.6,14.1,30.9,18.4,2009,-86.2377772,41.6973401
"201-302","University of Oregon","91-112",NA,12.2,0,10.3,20.1,27.3,17.5,2009,-123.0726055,44.0448302
"201-302","University of Otago","1-2",NA,0,0,10.3,9.7,33.8,24.6,2009,170.513132,-45.863208
"201-302","University of Ottawa","7-18",NA,0,0,7.3,13.6,39.6,17.8,2009,-75.6828,45.4248599
"201-302","University of Saskatchewan","7-18",NA,10.9,0,14.5,6.7,33.5,16.6,2009,-106.6313582,52.1334003
"201-302","University of Science and Technology of China","1-6",NA,0,0,7.3,11.3,44.9,23,2009,117.26217,31.838698
"201-302","University of South Carolina - Columbia","91-112",NA,0,0,16.2,13.4,34.5,17.1,2009,-81.0274276,33.996112
"201-302","University of South Florida","91-112",NA,0,0,12.6,9.7,37.8,14.1,2009,-82.4138539,28.0587031
"201-302","University of Stuttgart","15-24",NA,21.2,0,10.3,13,28.7,16.7,2009,9.1747024,48.7815352
"201-302","University of the Mediterranean (Aix-Marseille 2)","8-14",NA,0,0,14.5,16.7,27.4,13,2009,5.4405491,43.5191731
"201-302","University of Turin","5-7",NA,18.9,0,12.6,8.7,39.4,17.5,2009,7.6889006,45.069428
"201-302","University of Valencia","2-4",NA,0,0,7.3,8.6,40.3,19.2,2009,-0.3593863,39.4793254
"201-302","University of Vermont","91-112",NA,15.5,0,14.5,9.4,29.2,20.5,2009,-73.1964637,44.4778528
"201-302","University of Victoria","7-18",NA,0,0,14.5,11.2,30,18.3,2009,-117.8567958,33.6304814
"201-302","University of Waterloo","7-18",NA,0,0,19.2,9.3,41.2,21.3,2009,-80.541671,43.473289
"201-302","University of York","24-33",NA,0,0,17.8,12.2,32,27.3,2009,-104.9603049,39.6818471
"201-302","Washington State University - Pullman","91-112",NA,0,0,20.5,13,32.2,16.6,2009,-117.1542121,46.7319225
"201-302","Wayne State University","91-112",NA,0,0,7.3,9.4,39.5,19,2009,-83.0665462,42.3591388
"201-302","Western University","7-18",NA,0,0,8.9,13.1,43.8,18.5,2009,-81.2737336,43.0095971
"201-302","Yeshiva University","91-112",NA,0,0,12.6,17.9,33.5,20,2009,111.0957348,33.4442576
"201-302","Yonsei University","2-3",NA,0,0,7.3,9.6,48.9,17.2,2009,126.938572,37.565784
"201-302","Zhejiang University","1-6",NA,0,0,0,7.9,61.1,16.3,2009,120.1689207,30.2929634
"303-401","Aristotle University of Thessaloniki","2",NA,0,0,7.3,3.3,37.2,17.5,2009,22.9592224,40.6308283
"303-401","Autonomous University of Barcelona","5-6",NA,0,0,0,7.1,40,18.7,2009,2.1640917,41.3855048
"303-401","Bar-Ilan University","5-6",NA,0,0,12.6,9.3,28.2,14.8,2009,34.8430876,32.0691989
"303-401","Ben-Gurion University of the Negev","5-6",NA,0,0,7.3,8.9,36.8,17.7,2009,34.801461,31.262218
"303-401","Brigham Young University","113-138",NA,10.9,0,10.3,3.9,26.2,9.9,2009,-111.6493156,40.2518435
"303-401","Chalmers University of Technology","8-9",NA,0,0,16.2,9.4,28.2,17.2,2009,11.9777584,57.6883684
"303-401","City University of Hong Kong","4-5",NA,0,0,7.3,0,36.1,18.8,2009,114.1720025,22.3374868
"303-401","City University of New York City College","113-138",NA,34.6,0,10.3,8.4,16.5,14.9,2009,-73.9492724,40.8200471
"303-401","Clemson University","113-138",NA,0,0,12.6,6.8,28.5,13.9,2009,-82.8391551,34.680476
"303-401","Technical University Darmstadt","25-36",NA,17.3,0,7.3,9.1,28.6,15.3,2009,8.6568726,49.8751004
"303-401","Dresden University of Technology","25-36",NA,0,0,7.3,9,35.8,17.3,2009,13.7289964,51.0292734
"303-401","Ecole National Superieure Mines - Paris","15-19",NA,16.4,25.3,0,3.3,10.8,13.8,2009,2.339632,48.845585
"303-401","Eotvos Lorand University","1-2",NA,17.3,0,10.3,9.1,23.4,13.7,2009,19.0585445,47.4905698
"303-401","Federal University of Minas Gerais","3-4",NA,0,0,7.3,6.6,33,15.8,2009,-43.9663841,-19.8690878
"303-401","Federal University of Rio de Janeiro","3-4",NA,0,0,0,11.3,39.5,18.9,2009,-43.1753638,-22.9541412
"303-401","Flinders University","10-13",NA,17.3,0,7.3,5.1,23.4,21.3,2009,138.5713281,-35.0244952
"303-401","Fudan University","7-8",NA,0,0,0,6.2,46.3,16.7,2009,121.5014465,31.2985307
"303-401","Georgetown University","113-138",NA,0,0,12.6,6.9,32.5,19,2009,-77.0722585,38.9076089
"303-401","Hanyang University","4-7",NA,0,0,0,6.3,37.8,16.5,2009,127.0453219,37.5572321
"303-401","Henri Poincare University (Nancy 1)","15-19",NA,13.4,18.9,0,8,20.4,11.5,2009,6.1938268,48.6841981
"303-401","Hiroshima University","12-19",NA,0,0,7.3,10.1,35.9,17.7,2009,132.714908,34.403123
"303-401","Indian Institute of Science","1",NA,0,0,12.6,6.4,33.4,16.7,2009,77.5671423,13.0218597
"303-401","Indiana University-Purdue University at Indianapolis","113-138",NA,0,0,0,7.8,39.4,12.4,2009,-86.176177,39.774162
"303-401","Jagiellonian University","1-2",NA,12.2,0,7.3,4.8,31.6,15.6,2009,19.9341074,50.0609623
"303-401","Kanazawa University","12-19",NA,0,0,10.3,6.7,27.5,17.1,2009,136.7087378,36.5459854
"303-401","Kansas State University","113-138",NA,0,0,14.5,8.6,29.1,15.3,2009,-96.5847249,39.1974437
"303-401","Korea University","4-7",NA,0,0,0,5.1,44.8,17.9,2009,127.035859,37.590401
"303-401","Medical University of South Carolina","113-138",NA,0,0,14.5,5.4,31.2,16,2009,-79.9514049,32.7870748
"303-401","Nagasaki University","12-19",NA,13.4,0,10.3,4,25.1,17.5,2009,129.8646586,32.7861288
"303-401","Nanyang Technological University","2",NA,0,0,0,6.1,43.8,20.3,2009,-120.554501,34.865784
"303-401","National Chiao Tung University","4",NA,0,0,7.3,5.7,36,21.1,2009,120.294197,22.925346
"303-401","Niigata University","12-19",NA,0,0,12.6,4.7,26.7,16.3,2009,138.942539,37.86701
"303-401","Okayama University","12-19",NA,0,0,7.3,10.8,34.2,18.1,2009,133.9222225,34.6873868
"303-401","Pohang University of Science and Technology","4-7",NA,0,0,7.3,8.6,28.5,27.9,2009,129.3434808,36.0190178
"303-401","Polytechnic Institute of Milan","8-13",NA,9.5,15.5,0,6,28.4,14,2009,9.2272764,45.4781071
"303-401","Polytechnic University of Valencia","5-6",NA,0,0,7.3,9.7,29.2,14.6,2009,-0.341067,39.481059
"303-401","Saint Louis University","113-138",NA,0,12.6,10.3,4.4,26,17.2,2009,-90.2373647,38.6354092
"303-401","Saint Petersburg State University","2",NA,26.8,0,0,6.3,28.9,16.1,2009,30.2989198,59.941894
"303-401","San Diego State University","113-138",NA,0,0,14.5,12.3,25.8,13.3,2009,-117.0718893,32.7757217
"303-401","Scuola Normale Superiore - Pisa","8-13",NA,0,0,12.6,4.7,17,43,2009,10.4003296,43.7196006
"303-401","Shandong University","7-8",NA,0,0,0,3.9,40.7,11.7,2009,117.029014,36.64893
"303-401","State University of New York Health Science Center at Brooklyn","113-138",NA,0,15.5,10.3,5.7,17.6,12.1,2009,-73.9456509,40.655331
"303-401","Sungkyunkwan University","4-7",NA,0,0,0,9.1,41.7,16.6,2009,126.993606,37.588227
"303-401","Swedish University of Agricultural Sciences","8-9",NA,0,0,12.6,12.9,28.6,13.9,2009,17.6628688,59.814947
"303-401","Syracuse University","113-138",NA,0,0,16.2,9.6,26.1,14.8,2009,-76.1351158,43.0391534
"303-401","Technical University of Braunschweig","25-36",NA,14.5,0,7.3,7.7,23.6,12.8,2009,10.5297138,52.2734978
"303-401","Temple University","113-138",NA,0,0,14.5,4.8,31.6,13.6,2009,-75.1575243,39.9803336
"303-401","Texas Tech University","113-138",NA,0,0,10.3,6.1,29.8,13.9,2009,-101.8782822,33.5842591
"303-401","The Hong Kong Polytechnic University","4-5",NA,0,0,12.6,1.5,36.1,18.3,2009,114.1795242,22.3064878
"303-401","The Open University","34-36",NA,0,0,12.6,14.7,21.6,18,2009,-0.7104769,52.0250914
"303-401","The University of Montana - Missoula","113-138",NA,7.7,0,12.6,11.8,16.9,15.8,2009,-113.9852081,46.8600672
"303-401","The University of Texas at Dallas","113-138",NA,0,0,10.3,13.7,26.9,21.8,2009,-96.7500993,32.9857619
"303-401","The University of Texas Medical Branch at Galveston","113-138",NA,0,0,17.8,8.4,27.8,15.6,2009,-94.7775825,29.3112504
"303-401","The University of Tokushima","12-19",NA,0,0,10.3,8.2,23.9,17.2,2009,134.559832,34.070001
"303-401","Thomas Jefferson University","113-138",NA,0,0,16.2,1.5,27.9,14.9,2009,-75.155896,39.948555
"303-401","Tokyo Medical and Dental University","12-19",NA,0,0,7.3,11.7,26.7,24.9,2009,139.764451,35.7012897
"303-401","Tulane University","113-138",NA,0,0,14.5,10.1,27,13.4,2009,-90.3302509,38.6628918
"303-401","University College Cork","2-3",NA,0,0,16.2,5.9,23,13.2,2009,-8.4932738,51.8921099
"303-401","University College Dublin","2-3",NA,0,0,7.3,6.5,33.4,16,2009,-6.2168851,53.305257
"303-401","University of Alaska - Fairbanks","113-138",NA,0,0,14.5,14.6,21.6,23.1,2009,-147.8364611,64.8575556
"303-401","University of Arkansas at Fayetteville","113-138",NA,0,0,10.3,11.8,24.7,14,2009,-94.1736551,36.0678324
"303-401","University of Bayreuth","25-36",NA,0,0,7.3,15,24.3,13.6,2009,11.585831,49.9288196
"303-401","University of Bielefeld","25-36",NA,0,0,14.5,11.6,24.6,14.2,2009,8.4963449,52.0354177
"303-401","University of Bremen","25-36",NA,0,0,0,15.1,29.7,15.3,2009,8.85204,53.106758
"303-401","University of Duisburg-Essen","25-36",NA,0,0,7.3,7.9,30.3,14.8,2009,6.8009529,51.4277477
"303-401","University of Exeter","34-36",NA,0,0,0,18.4,27.8,24.9,2009,-117.8296666,33.6508563
"303-401","University of Ferrara","8-13",NA,0,0,10.3,5.5,26.6,17,2009,11.6261625,44.8334234
"303-401","University of Genova","8-13",NA,0,0,14.5,3.9,32.6,13.8,2009,8.9267336,44.4149149
"303-401","University of Giessen","25-36",NA,0,0,7.3,6.3,30.8,14.8,2009,8.6771313,50.5804427
"303-401","University of Graz","4",NA,10.9,12.6,0,9.2,19.9,12.2,2009,15.4499126,47.0777872
"303-401","University of Jena","25-36",NA,0,0,0,12,35.3,17.1,2009,11.5898195,50.9295513
"303-401","University of Konstanz","25-36",NA,0,0,14.5,10.3,22.4,13.2,2009,-112.0125261,33.3752269
"303-401","University of Maastricht","10-11",NA,0,0,0,7,35.7,19.8,2009,5.6864017,50.8471422
"303-401","University of Naples Federico II","8-13",NA,0,0,7.3,4.9,42.2,12.6,2009,14.2578058,40.845492
"303-401","University of Nebraska Medical Center","113-138",NA,0,0,16.2,7.7,23,13.4,2009,-95.9778714,41.2551186
"303-401","University of Nevada - Reno","113-138",NA,0,0,10.3,13.9,24.9,16,2009,-119.8154461,39.5436632
"303-401","University of New Hampshire - Durham","113-138",NA,0,0,14.5,13.4,21.8,16.2,2009,-70.9370252,43.138948
"303-401","University of Newcastle","10-13",NA,0,0,10.3,7.8,26.8,20.4,2009,151.7041775,-32.8927718
"303-401","University of Oklahoma - Norman","113-138",NA,0,0,10.3,8.9,29.5,12.6,2009,-97.4457137,35.2058936
"303-401","University of Oulu","2-3",NA,13.4,0,7.3,6.6,28.5,14.5,2009,25.4662935,65.0593177
"303-401","University of Palermo","8-13",NA,0,0,12.6,7.2,28.9,12.2,2009,13.369838,38.11779
"303-401","University of Paris Dauphine (Paris 9)","15-19",NA,0,26.8,7.3,0,12.1,20.6,2009,2.273451,48.870029
"303-401","University of Provence (Aix-Marseille 1)","15-19",NA,16.4,0,7.3,10.3,22.4,11.4,2009,5.4109885,43.3369618
"303-401","University of Regensburg","25-36",NA,0,0,7.3,7.2,31.8,15.4,2009,12.0945473,48.9986882
"303-401","University of Rennes 1","15-19",NA,0,0,7.3,10.5,27.5,10.6,2009,-1.67296,48.1159299
"303-401","University of Rhode Island","113-138",NA,0,0,20.5,10,20.2,16.4,2009,-71.5308537,41.4860647
"303-401","University of Southern Denmark","4",NA,0,0,14.5,10.2,29.6,15.9,2009,10.4280674,55.3706746
"303-401","University of Surrey","34-36",NA,0,0,7.3,4.9,28.4,22,2009,-0.5904827,51.2423009
"303-401","University of Szeged","1-2",NA,0,15.5,7.3,4.7,23,13.4,2009,20.1461195,46.2501561
"303-401","University of Tasmania","10-13",NA,0,0,7.3,7.7,25.1,22.2,2009,147.3266391,-42.9035119
"303-401","University of the Witwatersrand","2",NA,21.9,0,0,9.9,27.8,15.3,2009,28.0305044,-26.1930344
"303-401","University of Turku","2-3",NA,0,0,12.6,7.7,32.1,16.2,2009,22.2851138,60.4562974
"303-401","University of Twente","10-11",NA,0,0,10.3,6.2,27.7,15.6,2009,6.8524128,52.2410326
"303-401","University of Ulm","25-36",NA,0,0,7.3,9.7,31.1,15.3,2009,9.955582,48.4222305
"303-401","University of Warsaw","1-2",NA,18.9,0,0,6.6,33.1,16.7,2009,21.0186012,52.2403463
"303-401","University of Wollongong","10-13",NA,0,0,12.6,8.6,26.5,21.8,2009,150.87843,-34.4054039
"303-401","Vrije University Brussel","7",NA,15.5,0,0,7.8,26.4,21.8,2009,4.394886,50.821658
"303-401","Wake Forest University","113-138",NA,0,0,10.3,6.8,32.4,22.5,2009,-76.9359658,38.97546
"303-401","Waseda University","12-19",NA,0,0,12.6,10.2,28.3,15,2009,139.7208045,35.7092082
"402-501","Auburn University","139-152",NA,0,0,7.3,6.4,29.9,12.5,2009,-85.4951663,32.5933574
"402-501","Boston College","139-152",NA,0,0,7.3,10.3,21.9,13.5,2009,-0.0147452,52.9733763
"402-501","Brunel University","37-40",NA,0,0,10.3,1.5,25.1,25.5,2009,-0.4692108,51.5331581
"402-501","Carleton University","19-22",NA,0,0,12.6,4.7,24.8,14.7,2009,-75.698312,45.3830819
"402-501","Catholic University of Chile","1-2",NA,0,0,7.3,8.9,26.1,13.1,2009,-70.6407933,-33.4411279
"402-501","Catholic University of the Sacred Heart","14-21",NA,0,0,7.3,5.1,28.3,13.9,2009,9.1771785,45.4621325
"402-501","Chang Gung University","5-7",NA,0,0,7.3,2.1,30.4,20.2,2009,121.389184,25.0341666
"402-501","Chiba University","20-31",NA,0,0,0,8.2,32.1,16.3,2009,140.1024122,35.6262467
"402-501","China Agricultural University","9-18",NA,0,0,0,7.4,33.9,14.5,2009,116.353052,40.004171
"402-501","Curtin University of Technology","14-17",NA,0,0,0,11.2,25.7,17.1,2009,115.8944182,-32.0061951
"402-501","Dalian University of Technology","9-18",NA,0,0,0,2.1,36.7,16.2,2009,121.529021,38.880381
"402-501","Drexel University","139-152",NA,0,0,0,10.4,28.1,15.5,2009,-90.3312523,38.6677847
"402-501","Ecole Normale Superieure - Lyon","20-23",NA,0,0,7.3,10.9,20.4,20.7,2009,4.8269114,45.7298351
"402-501","Ehime University","20-31",NA,0,0,7.3,6.9,22.7,14.4,2009,132.7715089,33.8502377
"402-501","Eindhoven University of Technology","12",NA,0,0,0,7.2,32.3,16.6,2009,5.4907148,51.4486098
"402-501","Federal University of Rio Grande do Sul","5-6",NA,0,0,0,2.3,35.3,16.3,2009,-51.2203322,-30.0335453
"402-501","Gifu University","20-31",NA,0,0,7.3,4.8,23.9,15.6,2009,136.7365752,35.4662236
"402-501","Gunma University","20-31",NA,0,0,7.3,7.3,22.5,16.7,2009,139.0453271,36.4302815
"402-501","Hannover Medical School","37-40",NA,0,0,0,8.4,28.5,13.7,2009,9.8059574,52.3840493
"402-501","Harbin Institute of Technology","9-18",NA,0,0,0,0,38.4,11.6,2009,126.633425,45.747047
"402-501","Huazhong University of Science and Technology","9-18",NA,0,0,0,0,38.5,12,2009,114.413666,30.507905
"402-501","Indian Institute of Technology Kharagpur","2",NA,0,0,10.3,0,29.7,14.5,2009,87.3105311,22.3149274
"402-501","Istanbul University","1",NA,15.5,0,0,3,30.6,15,2009,28.961838,41.0126037
"402-501","James Cook University","14-17",NA,0,0,10.3,13.9,16,18.8,2009,146.7580624,-19.3275726
"402-501","Jilin University","9-18",NA,0,0,0,2.1,38.5,10.5,2009,125.348658,43.873742
"402-501","Kagoshima University","20-31",NA,0,0,10.3,4.9,22.1,13.5,2009,130.54524,31.571918
"402-501","King Saud University","1",NA,0,0,17,1.5,18.8,11.7,2009,46.6191078,24.716241
"402-501","Kumamoto University","20-31",NA,0,0,7.3,5.4,25.5,15.7,2009,130.7278725,32.8140382
"402-501","Kyungpook National University","8-9",NA,0,0,0,3.9,32.6,14.3,2009,128.6113282,35.8900521
"402-501","La Trobe University","14-17",NA,0,0,7.3,7.7,23.1,16.1,2009,145.0483946,-37.7207268
"402-501","Lanzhou University","9-18",NA,0,0,0,6.4,35.2,16.7,2009,103.8585624,36.0477699
"402-501","Lehigh University","139-152",NA,0,0,10.3,6.5,20.7,15.8,2009,-75.3782832,40.6069087
"402-501","Linkoping University","10-11",NA,0,0,7.3,2.6,30.6,12.2,2009,15.5760072,58.3978364
"402-501","Massey University","3-5",NA,0,0,10.3,2.6,27.1,15.1,2009,175.619553,-40.3867649
"402-501","Medical College of Wisconsin","139-152",NA,0,0,7.3,6.1,27.7,13.5,2009,-88.020103,43.043967
"402-501","Medical University of Graz","5-7",NA,0,10.9,7.3,3.3,19.3,10.8,2009,15.467423,47.0796111
"402-501","Medical University of Innsbruck","5-7",NA,0,0,12.6,5.4,25.2,13.2,2009,11.3849579,47.2626944
"402-501","Montana State University - Bozeman","139-152",NA,0,0,7.3,10.5,20.5,11.1,2009,-111.049325,45.667548
"402-501","Nankai University","9-18",NA,0,0,0,7.1,36.3,13.8,2009,117.1742232,39.1039443
"402-501","Nara Institute of Science and Technology","20-31",NA,0,0,10.3,10.5,17.5,10.5,2009,135.7339101,34.7326106
"402-501","National Central University","5-7",NA,0,0,0,8.4,29.5,17.7,2009,121.1925163,24.9694808
"402-501","National Yang Ming University","5-7",NA,0,0,0,6.9,28.8,21.4,2009,121.5137024,25.1230017
"402-501","Nihon University","20-31",NA,0,0,7.3,5.7,28.1,13.6,2009,139.7636583,35.6975498
"402-501","Northeastern University","139-152",NA,0,0,7.3,8.3,25.7,13.3,2009,-71.0894884,42.340082
"402-501","Osaka City University","20-31",NA,0,0,7.3,5,25.9,12.6,2009,135.505417,34.5919232
"402-501","Osaka Prefecture University","20-31",NA,0,0,10.3,6.5,23.2,12.1,2009,135.5069805,34.5454313
"402-501","Polytechnic University of Turin","14-21",NA,0,0,12.6,0,26.6,14.1,2009,7.6620529,45.0627948
"402-501","Pusan National University","8-9",NA,0,0,0,7.2,32.1,15.1,2009,129.0797639,35.2336948
"402-501","Royal Holloway, U. of London","37-40",NA,0,0,7.3,12.1,16.2,18,2009,-0.5630625,51.425673
"402-501","Sao Paulo State University","5-6",NA,0,0,0,2.8,37.8,17.4,2009,-46.7307891,-23.5613991
"402-501","Sichuan University","9-18",NA,0,0,0,1.5,42.8,11.9,2009,104.1872595,30.8232956
"402-501","Southern Methodist University","139-152",NA,13.4,0,7.3,4.7,18.3,13,2009,-96.7845175,32.8412178
"402-501","Stockholm School of Economics","10-11",NA,0,16.7,0,NA,10.7,29.8,2009,18.0567905,59.3416182
"402-501","Sun Yat-sen University","9-18",NA,0,0,0,3.5,40.1,12.9,2009,113.29947,23.103702
"402-501","Swinburne University of Technology","14-17",NA,0,0,10.3,6.9,16.6,19,2009,145.0389546,-37.8221504
"402-501","The University of Connecticut Health Center","139-152",NA,0,0,10.3,10.5,22.5,12.3,2009,-72.7902844,41.7307985
"402-501","Tianjin University","9-18",NA,0,0,0,3.3,33.7,13.1,2009,117.1748329,39.1110824
"402-501","Tokyo University of Agriculture and Technology","20-31",NA,0,0,7.3,5.7,24.5,20.8,2009,139.478664,35.683986
"402-501","University of Bari","14-21",NA,0,0,0,6.3,31.1,13.5,2009,16.8684745,41.1205546
"402-501","University of Canterbury","3-5",NA,0,0,7.3,7.5,25,18.3,2009,172.5839233,-43.5235375
"402-501","University of Chile","1-2",NA,9.5,0,0,4.3,31.2,14.8,2009,-70.6509277,-33.4445204
"402-501","University of Dortmund","37-40",NA,0,0,7.3,6.8,23.6,11.8,2009,7.4128386,51.4926981
"402-501","University of Eastern Finland","4-5",NA,0,0,7.3,5.5,25.8,12.6,2009,29.744203,62.603598
"402-501","University of Essex","37-40",NA,15.5,0,7.3,5.3,19.4,20.5,2009,-83.0524629,40.0024922
"402-501","University of Fribourg","8",NA,0,0,10.3,9.3,16.1,16.2,2009,7.152006,46.806357
"402-501","University of Granada","7-11",NA,0,0,0,3.5,33.7,15.6,2009,-3.600767,37.183853
"402-501","University of Greifswald","37-40",NA,0,8.9,7.3,2.1,22.8,11.8,2009,13.3746917,54.0949312
"402-501","University of Haifa","7",NA,0,0,7.3,4.9,26.6,12.9,2009,35.0195184,32.7614296
"402-501","University of Hannover","37-40",NA,0,0,7.3,7.1,25.7,12.7,2009,9.7196989,52.3829641
"402-501","University of Hertfordshire","37-40",NA,0,0,7.3,10.4,15.7,20.3,2009,-0.2467997,51.7617561
"402-501","University of Jyvaskyla","4-5",NA,0,0,7.3,6.8,24.5,12.2,2009,25.7316335,62.2365317
"402-501","University of Kansas Medical Center","139-152",NA,0,0,12.6,5.7,20.6,11.4,2009,-94.6090437,39.0549176
"402-501","University of KwaZulu-Natal","3",NA,0,0,7.3,9.9,25.8,13.2,2009,30.9807272,-29.8674219
"402-501","University of Lille 1","20-23",NA,0,0,7.3,10.6,21.9,9.4,2009,3.138063,50.609049
"402-501","University of Lisbon","1-2",NA,0,8.9,0,6.1,25.5,12.7,2009,-9.1567472,38.7530019
"402-501","University of Ljubljana","1",NA,0,0,0,5.9,35.2,13.1,2009,14.5041552,46.0491938
"402-501","University of Louisville","139-152",NA,0,0,0,7.5,30.9,15.9,2009,-85.7601557,38.2150452
"402-501","University of Maryland, Baltimore County","139-152",NA,0,0,12.6,7,17.4,14.1,2009,-76.7111956,39.2551135
"402-501","University of Nice Sophia Antipolis","20-23",NA,0,0,7.3,14,23.2,10.6,2009,7.2896737,43.7099458
"402-501","University of Parma","14-21",NA,0,0,7.3,6.2,26,13.5,2009,10.3257786,44.8011856
"402-501","University of Pavia","14-21",NA,0,0,0,7.5,30.3,15.1,2009,9.1555362,45.1864597
"402-501","University of Perugia","14-21",NA,0,0,7.3,6.8,28.6,14.7,2009,12.3845423,43.1174882
"402-501","University of Pompeu Fabra","7-11",NA,0,0,7.3,10.6,20,10.9,2009,2.1790535,41.3793687
"402-501","University of Porto","1-2",NA,0,0,0,5.1,34,15.8,2009,-8.6156998,41.1465479
"402-501","University of Quebec","19-22",NA,0,0,0,8.4,34,16.1,2009,-71.2747424,46.7817463
"402-501","University of Roma - Tor Vergata","14-21",NA,0,0,0,7.4,34,16.5,2009,12.5978728,41.850142
"402-501","University of Santiago Compostela","7-11",NA,0,0,0,5.3,30.7,14.3,2009,-8.545475,42.8799935
"402-501","University of Sevilla","7-11",NA,0,0,0,7.4,30.4,14.4,2009,-5.9912307,37.3807579
"402-501","University of Sherbrooke","19-22",NA,0,0,7.3,9.7,23.3,11.7,2009,-71.9255204,45.3768886
"402-501","University of Siena","14-21",NA,0,0,0,7.2,27.8,17.6,2009,11.3330265,43.3191557
"402-501","University of Tehran","1",NA,14.5,0,0,0,33.7,16.2,2009,51.386103,35.7286849
"402-501","University of Tromso","4",NA,0,0,10.3,8,23.8,12.5,2009,18.9712162,69.6798027
"402-501","University of Wyoming","139-152",NA,0,0,7.3,11.3,22.7,14.4,2009,-105.5796706,41.3130972
"402-501","University of Zaragoza","7-11",NA,0,0,7.3,3.6,30.1,14.3,2009,-0.90034,41.64213
"402-501","Utah State University","139-152",NA,0,0,7.3,6.6,23.2,12.7,2009,-111.8097425,41.745161
"402-501","Victor Segalen Bordeaux 2 University","20-23",NA,0,0,7.3,7.7,23.6,11.4,2009,-0.6063419,44.8251764
"402-501","Victoria University of Wellington","3-5",NA,13.4,0,0,9,20.6,15.4,2009,174.7686615,-41.2904017
"402-501","Vienna University of Technology","5-7",NA,0,0,0,12.9,27.4,13.9,2009,16.3684626,48.1986546
"402-501","Yamaguchi University","20-31",NA,0,0,16.2,2.1,20.8,15.1,2009,131.467635,34.147662
"402-501","York University","19-22",NA,0,0,0,8.2,30.6,11.9,2009,-79.5018684,43.7734535
"1","Harvard University","1",100,100,100,100,100,100,69.2,2010,-71.1166286,42.3800977
"2","University of California, Berkeley","2",72.4,67.6,79.3,69,70.9,70.6,54.2,2010,-122.2447958,37.8805941
"3","Stanford University","3",72.1,40.2,78.4,87.6,68.4,69.7,50.1,2010,-117.8389422,33.6518297
"4","Massachusetts Institute of Technology (MIT)","4",71.4,70.5,80.3,66.8,70.1,61.4,64.5,2010,-71.09416,42.360091
"5","University of Cambridge","1",69.6,88.5,92.6,53.9,54.3,65.7,53.1,2010,0.1177882,52.2016671
"6","California Institute of Technology","5",64.4,50.3,68.8,56.7,64.8,46.9,100,2010,-118.125269,34.1376576
"7","Princeton University","6",60.8,56.4,84.8,61.1,43.3,44.3,65.5,2010,-74.6582332,40.3492867
"8","Columbia University","7",60.4,70.7,67.4,56.2,47.6,69.9,32.1,2010,-73.9625727,40.8075355
"9","University of Chicago","8",57.3,65.5,83.9,50.9,39.8,50.5,40,2010,-87.5903039,41.7857416
"10","University of Oxford","2",56.4,56.2,57.6,48.8,49.8,68.5,41.1,2010,-117.8273389,33.6504742
"11","Yale University","9",54.6,48.6,44.9,58.5,56.3,62,37,2010,-90.315018,38.6595336
"12","Cornell University","10",52.6,42.3,51.1,54.3,49.9,59.5,38.1,2010,-117.8357356,33.6493781
"13","University of California, Los Angeles","11",52.2,27.2,42.6,56.9,49.2,75.1,31.2,2010,-118.4431764,34.0729489
"14","University of California, San Diego","12",50,15.1,35.8,60.2,54.6,65.1,37.9,2010,-117.2340135,32.8800604
