"university_name","lon","lat"
"University of Texas at Arlington",-97.1140881,32.7311482
"Tianjin University",117.1748329,39.1110824
"University of Toledo",-83.6125896,41.662156
"Tongji University",121.5045889,31.2823103
"University of Tulsa",-95.9445808,36.1511173
"United Arab Emirates University",55.6765345,24.1994378
"University of Wisconsin-Milwaukee",-87.8819686,43.078263
"Xi’an Jiaotong University",108.98371,34.250575
"University of A Coruña",-8.412419,43.3328827
"Adam Mickiewicz University",16.915402,52.4083974
"AGH University of Science and Technology",19.9136192,50.0668858
"Ajou University",127.0463559,37.2821251
"University of Alcalá",-3.3628674,40.4824722
"Alexandru Ioan Cuza University",27.5721117,47.1744351
"Aligarh Muslim University",78.0781901,27.9135016
"American University of Sharjah",55.4927023,25.3120502
"Amrita University",76.9025656,10.9001731
"Anadolu University",30.4991884,39.7912871
"Andhra University",83.320085,17.728816
"University of Antioquia",-75.5691113,6.2669533
"Aristotle University of Thessaloniki",22.9592224,40.6308283
"Asia University, Taiwan",120.686421,24.046532
"Athens University of Economics and Business",23.7324354,37.9940805
"Auckland University of Technology",174.7673188,-36.8532194
"Austral University of Chile",-73.2516591,-39.8061639
"Beijing Institute of Technology",116.311256,39.957127
"Belarusian State University",27.5460609,53.8938988
"University of Belgrade",20.4575676,44.8184339
"Birla Institute of Technology and Science, Pilani",75.5869784,28.3639812
"University of Bradford",-1.763463,53.790788
"University of Brasília",-47.8706311,-15.7631573
"University of Brighton",-0.119365,50.842116
"University of Bucharest",26.1016731,44.4354447
"Budapest University of Technology and Economics",19.0554834,47.4813261
"Cairo University",31.2068151,30.0223946
"University of Calcutta",88.3629295,22.5747806
"California State University, Long Beach",-118.1140904,33.7838235
"Capital Medical University",116.352877,39.865173
"University of Castilla-La Mancha",-3.9266844,38.9933175
"University of Central Lancashire",-2.7084395,53.7619242
"University of Cergy-Pontoise",2.074954,49.039076
"Chang Gung University",121.389184,25.0341666
"Carlos III University of Madrid",-3.7268114,40.3161385
"University of Chemistry and Technology, Prague",14.389611,50.103301
"Chiang Mai University",98.9546758,18.8082874
"Chiba University",140.1024122,35.6262467
"China University of Geosciences (Wuhan)",114.4020037,30.518184
"China University of Petroleum (Beijing)",116.247116,40.219466
"Chonbuk National University",127.1293628,35.8468291
"Chongqing University",106.454213,29.560254
"Chonnam National University",NA,NA
"Chulalongkorn University",100.5320528,13.7383777
"Chung Yuan Christian University",121.2428031,24.9569013
"Chungnam National University",127.3459548,36.3699872
"Comenius University in Bratislava",17.115559,48.1411309
"Coventry University",-1.5037461,52.4071747
"Dalian University of Technology",121.529021,38.880381
"University of Debrecen",21.6214756,47.5535039
"University of Delhi",77.1638282,28.5842523
"University of Dhaka",90.3924947,23.7315492
"Dublin Institute of Technology",-6.2676448,53.3386609
"Ehime University",132.7715089,33.8502377
"University of Electronic Science and Technology of China",104.100361,30.675104
"Eötvös Loránd University",19.0585445,47.4905698
"Erciyes University",35.5301767,38.7073405
"Federal University of Bahia",-38.5089752,-13.0024602
"Federal University of Minas Gerais",-43.9663841,-19.8690878
"Federal University of Paraná (UFPR)",-49.2617658,-25.4269081
"Federal University of Rio Grande do Sul",-51.2203322,-30.0335453
"Federal University of Santa Catarina",-48.5235907,-27.599144
"Federal University of São Carlos",-47.8811216,-21.979011
"Federal University of Viçosa",-42.8682513,-20.7643812
"Federal University of Lavras",-44.9775718,-21.2292703
"Feng Chia University",120.6467054,24.1788155
"Fu Jen Catholic University",121.4327592,25.0362991
"Gdańsk University of Technology",18.6163277,54.3716751
"University of Ghana",-0.1962244,5.650562
"Gifu University",136.7365752,35.4662236
"Glasgow Caledonian University",-4.2508041,55.8661538
"University of Greenwich",-0.0059828,51.4833425
"Hacettepe University",32.7299184,39.8705295
"University of Huddersfield",-1.7770916,53.6431171
"Hunan University",112.943822,28.179012
"University of Ibadan",3.8986279,7.4454027
"University of Indonesia",106.8295587,-6.3680739
"Inha University",126.653116,37.449627
"I-Shou University",120.4063526,22.7258536
"Istanbul University",28.961838,41.0126037
"Jilin University",125.348658,43.873742
"University of Jordan",35.8730077,32.0134626
"Jordan University of Science and Technology",35.9912257,32.4950392
"Juntendo University",139.7608345,35.7021299
"K.N. Toosi University of Technology",51.4127853,35.7627046
"Kaohsiung Medical University",120.3097772,22.6473733
"Khon Kaen University",102.8266222,16.4731646
"Kingston University",-0.303931,51.4031134
"Kinki University",135.587042,34.65123
"Konkuk University",127.0793428,37.5407625
"Kumamoto University",130.7278725,32.8140382
"Kyungpook National University",128.6113282,35.8900521
"Kyushu Institute of Technology",130.8392259,33.8941523
"University of Latvia",24.1163132,56.9508098
"Lille 1 University – Science and Technology",3.138063,50.609049
"University of Lincoln",-0.5504171,53.2287474
"University of Ljubljana",14.5041552,46.0491938
"Miami University",-84.7308768,39.5105334
"Middlesex University",-0.2282466,51.5893495
"Moscow Institute of Physics and Technology",37.51821,55.930215
"University of Murcia",-1.1694307,38.0182593
"Nagasaki University",129.8646586,32.7861288
"University of Nairobi",36.816353,-1.280701
"National Chengchi University",121.576074,24.987516
"National Chung Cheng University",120.4728831,23.5633761
"National Chung Hsing University",120.6748697,24.123715
"National Taipei University of Technology",121.5354983,25.0422138
"National University of Córdoba",-64.1855702,-31.4354855
"National University of Science and Technology (MISiS)",37.6090761,55.728306
"National University of Sciences and Technology",72.9931107,33.6426397
"Niigata University",138.942539,37.86701
"Northumbria University",-1.607595,54.9768904
"Northwestern Polytechnical University",108.9137925,34.2436153
"Nottingham Trent University",-1.1524723,52.9579294
"Oakland University",-83.2073803,42.6695562
"Ocean University of China",120.335285,36.061242
"Ohio University",-82.1013889,39.324358
"Okayama University",133.9222225,34.6873868
"Osaka Prefecture University",135.5069805,34.5454313
"University of Pardubice",15.7694,50.04816
"Paris-Sorbonne University – Paris 4",2.3432774,48.8484556
"University of Patras",21.7871827,38.28657
"University of Pécs",18.237722,46.0741828
"Pontifical Catholic University of Paraná",-49.2520094,-25.4510637
"Pontifical Catholic University of Rio Grande do Sul (PUCRS)",-51.1743354,-30.0606457
"Pontifical Catholic University of Valparaíso",-71.605872,-33.044407
"Prince of Songkla University",100.4992064,7.0064179
"Qatar University",51.4871693,25.3769499
"Rio de Janeiro State University (UERJ)",-43.236132,-22.911174
"Rochester Institute of Technology",-77.6705143,43.0861017
"Saitama University",139.608483,35.8654477
"University of Salford",-2.270755,53.484586
"University of Santiago, Chile (USACH)",-70.6861315,-33.4517605
"São Paulo State University (UNESP)",-46.6409474,-23.5479026
"Savitribai Phule Pune University",73.824618,18.552338
"University of Science and Technology Beijing",116.357096,39.990249
"Sejong University",127.075092,37.549035
"Shahid Beheshti University",51.3946864,35.7990628
"Shanghai University",121.3930893,31.3149209
"Shantou University",116.639943,23.411124
"Sheffield Hallam University",-1.4660659,53.3790519
"Shinshu University",137.9789403,36.2500574
"Showa University",139.7037786,35.6082833
"Sichuan University",104.1872595,30.8232956
"University of Silesia in Katowice",19.0287157,50.2607501
"Slovak University of Technology in Bratislava",17.1177,48.154573
"Sogang University",126.9407529,37.5513365
"Sophia University",139.732278,35.682982
"University of South Africa",28.1992637,-25.7676588
"Southern Federal University",39.728334,47.224719
"University of Southern Mississippi",-89.3356963,31.3303296
"University of Southern Queensland",151.9311441,-27.6029207
"Suez Canal University",32.269729,30.620533
"Sultan Qaboos University",58.1730322,23.5909657
"Suranaree University of Technology",102.0201115,14.881406
"University of Szeged",20.1461195,46.2501561
"Taipei Medical University",121.5616183,25.0253544
"Taras Shevchenko National University of Kyiv",30.5104024,50.4420868
"Technical University of Madrid",-3.7192798,40.4486372
"University of Tehran",51.386103,35.7286849
"University of Texas at El Paso",-106.5046216,31.7708544
"Texas Tech University",-101.8782822,33.5842591
"Tokai University",139.6845412,35.6644464
"Tokushima University",134.559832,34.070001
"Tokyo University of Marine Science and Technology",139.7470855,35.6268386
"Tokyo University of Science",139.741398,35.699399
"Tomsk State University",84.9478675,56.4694917
"Tottori University",134.1733411,35.5150797
"Toyohashi University of Technology",137.4086346,34.7017563
"Universiti Kebangsaan Malaysia",101.7774225,2.929997
"Universiti Putra Malaysia",101.71629,2.991686
"Universiti Sains Malaysia",100.3025177,5.3559337
"Universiti Teknologi MARA",101.5037611,3.0696089
"Ural Federal University",60.653668,56.844087
"V.N. Karazin Kharkiv National University",36.228139,50.004537
"Vilnius University",25.2876469,54.6825757
"Warsaw University of Technology",21.0080857,52.2212012
"University of West Bohemia",13.351554,49.723644
"University of the West of England",-2.5483131,51.5017572
"West University of Timişoara",21.2319146,45.7471643
"University of Westminster",-0.1429409,51.5169302
"Xidian University",108.837221,34.128921
"Yeungnam University",128.7575746,35.8322424
"Yıldız Technical University",29.0106553,41.0520861
"Yokohama City University",139.618239,35.33385
"Yokohama National University",139.592022,35.4729252
"Massachusetts Institute of Technology (MIT)",-71.09416,42.360091
"University of Wisconsin - Madison",-89.4124875,43.076592
"University of California, San Francisco",-122.4575489,37.7631333
"The Johns Hopkins University",-76.6205177,39.3299013
"The University of Tokyo",139.761989,35.7126775
"University of Michigan - Ann Arbor",-83.7382241,42.2780436
"The Imperial College of Science, Technology and Medicine",-0.1748772,51.4987997
"Swiss Federal Institute of Technology Zurich",8.5476699,47.376313
"Washington University in St. Louis",-90.3107962,38.6487895
"Rockefeller University",-73.9558291,40.7629123
"University of Minnesota, Twin Cities",-93.2277285,44.97399
"University of Colorado at Boulder",-105.2659417,40.007581
"The University of Texas at Austin",-97.7340567,30.2849185
"The University of Texas Southwestern Medical Center at Dallas",-96.8400459,32.812123
"Pennsylvania State University - University Park",-77.8599084,40.7982133
"Rutgers, The State University of New Jersey - New Brunswick",-74.4470536,40.5014869
"Pierre and Marie  Curie University - Paris 6",2.357499,48.8471036
"The University of Edinburgh",-3.1892413,55.9445158
"University of Munich",11.582443,48.150942
"Technical University Munich",11.5678602,48.14966
"The University of Manchester",-2.2338837,53.4668498
"The Australian National University",149.118527,-35.2776999
"University of Paris Sud (Paris 11)",2.1764839,48.6976847
"The Ohio State University - Columbus",-83.0309143,40.0141905
"The University of Sheffield",-1.4879469,53.3809409
"Moscow State University",37.5286695,55.7039349
"University of Heidelberg",8.6702492,49.4191402
"Purdue University - West Lafayette",-86.9211946,40.4237054
"The Hebrew University of Jerusalem",35.2414009,31.7945578
"King's College London",-0.115997,51.5114864
"University of Goettingen",9.9374004,51.5408116
"Indiana University Bloomington",-86.5130173,39.1766135
"Texas A&M University - College Station",-99.9018131,31.9685988
"Ecole Normale Superieure - Paris",2.3451689,48.8422058
"University of Roma - La Sapienza",12.5144384,41.9037626
"Arizona State University - Tempe",-111.9280527,33.4242399
"Baylor College of Medicine",-95.3961698,29.7104397
"Catholic University of Leuven",4.7002953,50.8779545
"Catholic University of Louvain",4.6155909,50.6696875
"College of France",2.3454896,48.8488839
"Mayo Medical School",-92.4666601,44.0225485
"North Carolina State University - Raleigh",-78.6820946,35.7846633
"State University of New York at Stony Brook",-73.1233889,40.9123761
"Technion-Israel Institute of Technology",35.0231271,32.7767783
"The University of Georgia",-83.3773221,33.9480053
"The University of Glasgow",-4.2890699,55.8734218
"University Libre Bruxelles",4.3822222,50.8132068
"University of Frankfurt",8.6677635,50.1270675
"University of Hawaii at Manoa",-157.818968,21.3
"University of Massachusetts Amherst",-72.5267121,42.3911569
"University of Muenster",7.6131826,51.9635705
"University of Sao Paulo",-46.7307891,-23.5613991
"University of Tuebingen",9.043774,48.5294782
"University of Wuerzburg",9.9708462,49.7830083
"Weizmann Institute of Science",34.811363,31.907867
"Erasmus University",4.525585,51.91752
"Joseph Fourier University (Grenoble 1)",5.7180539,45.1924776
"Mount Sinai School of Medicine",-73.9534,40.789756
"Queen's University",-80.832967,35.1888373
"Swiss Federal Institute of Technology of Lausanne",6.5667576,46.5190557
"The University of Alabama at Birmingham",-86.8059187,33.5008055
"The University of Calgary",-114.1358007,51.0781599
"The University of Connecticut - Storrs",-72.2539805,41.8077414
"The University of Texas Health Science Center at Houston",-95.4028678,29.7029331
"The University of Texas M. D. Anderson Cancer Center",-95.3969227,29.7071429
"The University of Western Australia",115.8199096,-31.981179
"University of Koeln",6.9288192,50.9281625
"University of Leipzig",12.3784615,51.3385738
"University of Mainz",8.2415552,49.9926403
"University of Marburg",8.7741641,50.8106859
"University of Maryland, Baltimore",-76.6245825,39.2879915
"University of Nebraska - Lincoln",-96.7004763,40.8201966
"University of Paris Descartes (Paris 5)",2.340761,48.851251
"University of Paris Diderot (Paris 7)",2.3817936,48.8293187
"University of Tennessee - Knoxville",-83.9294564,35.9544013
"University of Wageningen",5.6657696,51.9845558
"Virginia Commonwealth University",-77.4534286,37.5489872
"Ecole Polytechnique",2.2112917,48.7142971
"Louisiana State University - Baton Rouge",-91.1800023,30.4132579
"Paul Sabatier University (Toulouse 3)",1.4688585,43.5603781
"Queen Mary, U. of London",-0.0403745,51.5240671
"Queen's University Belfast",-5.9340494,54.5844087
"Royal Institute of Technology",18.0706645,59.3498065
"State University of New York at Albany",-73.8255313,42.6858364
"State University of New York at Buffalo",-78.7889697,43.0008093
"The Chinese University of Hong Kong",114.2109318,22.4162632
"The George Washington University",-77.0485992,38.8997145
"The Hong Kong University of Science and Technology",114.2654655,22.3363998
"The University of Adelaide",138.6062277,-34.920603
"The University of Auckland",174.7691073,-36.8523378
"The University of Dundee",-2.9821428,56.4582447
"The University of Hong Kong",114.1370848,22.2829989
"The University of New Mexico - Albuquerque",-106.6197812,35.0843187
"The University of Reading",-0.9418157,51.4414205
"The University of Texas Health Science Center at San Antonio",-98.5756525,29.5078202
"The University of Texas Medical Branch at Galveston",-94.7775825,29.3112504
"Thomas Jefferson University",-75.155896,39.948555
"Umea University",20.3116101,63.8215945
"University of Alaska - Fairbanks",-147.8364611,64.8575556
"University of Bochum",7.2616093,51.4456659
"University of Bordeaux 1",-0.5707764,44.830485
"University of Buenos Aires",-58.3730695,-34.5998875
"University of Colorado Health Science Center",-104.8379734,39.7450857
"University of Durham",-1.5782029,54.7649859
"University of Genova",8.9267336,44.4149149
"University of Halle-Wittenberg",11.9695316,51.4861319
"University of Kansas - Lawrence",-95.2557961,38.9543439
"University of Karlsruhe",8.4170303,49.0119199
"University of Liege",5.559064,50.5830803
"University of Massachusetts Medical School - Worcester",-71.7610714,42.2772479
"University of Medicine and Dentistry New Jersey",-74.1907274,40.74353
"University of Missouri - Columbia",-92.3277375,38.9403808
"University of Montpellier 2",3.861592,43.631507
"University of South Carolina - Columbia",-81.0274276,33.996112
"Washington State University - Pullman",-117.1542121,46.7319225
"Western University",-81.2737336,43.0095971
"Brigham Young University",-111.6493156,40.2518435
"City University of New York City College",-73.9492724,40.8200471
"Technical University Darmstadt",8.6568726,49.8751004
"Dresden University of Technology",13.7289964,51.0292734
"Ecole National Superieure Mines - Paris",2.339632,48.845585
"Ecole Normale Superieure - Lyon",4.8269114,45.7298351
"Eotvos Lorand University",19.0585445,47.4905698
"Gunma University",139.0453271,36.4302815
"Henri Poincare University (Nancy 1)",6.1938268,48.6841981
"Indiana University-Purdue University at Indianapolis",-86.176177,39.774162
"Industrial Physics and Chemistry Higher Educational Institution - Paris",2.3472064,48.8414272
"International School for Advanced Studies",13.7739595,45.6802986
"Korea Advanced Institute of Science and Technology",127.3640249,36.3693921
"Linkoping University",15.5760072,58.3978364
"London School of Hygiene and Tropical Medicine",-0.1302803,51.5209007
"Nihon University",139.7636583,35.6975498
"Polytechnic Institute of Milan",9.2272764,45.4781071
"Royal Holloway, U. of London",-0.5630625,51.425673
"Scuola Normale Superiore - Pisa",10.4003296,43.7196006
"State University of New York Health Science Center at Brooklyn",-73.9456509,40.655331
"Stockholm School of Economics",18.0567905,59.3416182
"Sungkyunkwan University",126.993606,37.588227
"Technical University of Braunschweig",10.5297138,52.2734978
"The Hong Kong Polytechnic University",114.1795242,22.3064878
"The University of Montana - Missoula",-113.9852081,46.8600672
"The University of Texas at Dallas",-96.7500993,32.9857619
"The University of Tokushima",134.559832,34.070001
"Tokyo Medical and Dental University",139.764451,35.7012897
"University of Bayreuth",11.585831,49.9288196
"University of Bielefeld",8.4963449,52.0354177
"University of Duesseldorf",6.7936814,51.1924294
"University of Nevada - Reno",-119.8154461,39.5436632
"University of New Hampshire - Durham",-70.9370252,43.138948
"University of Oklahoma - Norman",-97.4457137,35.2058936
"University of Paris Dauphine (Paris 9)",2.273451,48.870029
"University of Perugia",12.3845423,43.1174882
"University of Regensburg",12.0945473,48.9986882
"University of Rhode Island",-71.5308537,41.4860647
"University of Roma - Tor Vergata",12.5978728,41.850142
"University of the Mediterranean (Aix-Marseille 2)",5.4405491,43.5191731
"University of Ulm",9.955582,48.4222305
"Utah State University",-111.8097425,41.745161
"Yamaguchi University",131.467635,34.147662
"Hannover Medical School",9.8059574,52.3840493
"Kagoshima University",130.54524,31.571918
"Loyola University Chicago",-87.6581921,41.998997
"Medical College of Georgia",-81.9898326,33.4670993
"Medical University of Graz",15.467423,47.0796111
"Medical University of Innsbruck",11.3849579,47.2626944
"Montana State University - Bozeman",-111.049325,45.667548
"Nara Institute of Science and Technology",135.7339101,34.7326106
"National Yang Ming University",121.5137024,25.1230017
"Northern Arizona University",-111.653237,35.1901948
"Saarland University",7.040975,49.2550284
"Sao Paulo State University",-46.7307891,-23.5613991
"Swansea Univ",-3.982132,51.608392
"The College of  William and Mary",-76.713378,37.271674
"The Graduate University for Advanced Studies",139.608389,35.261095
"The Royal Veterinary and Agricultural University",12.5420772,55.679577
"The University of Akron",-81.5111129,41.0759148
"The University of Connecticut Health Center",-72.7902844,41.7307985
"The University of Memphis",-89.938117,35.118722
"University of Bari",16.8684745,41.1205546
"University of Central Florida",-81.2000599,28.6024274
"University of Giessen",8.6771313,50.5804427
"University of Jena",11.5898195,50.9295513
"University of Jyvaskyla",25.7316335,62.2365317
"University of Louisville",-85.7601557,38.2150452
"University of Maastricht",5.6864017,50.8471422
"University of Maine",-68.6696269,44.9013457
"University of Mississippi",-89.538443,34.3647324
"University of Provence (Aix-Marseille 1)",5.4109885,43.3369618
"University of Quebec",-71.2747424,46.7817463
"University of Rostock",12.1035044,54.0755448
"University of Sevilla",-5.9912307,37.3807579
"University of Sherbrooke",-71.9255204,45.3768886
"University of Tennessee Health Science Center",-90.0304635,35.140441
"University of Tromso",18.9712162,69.6798027
"University of Wisconsin - Milwaukee",-87.8819686,43.078263
"University of Wroclaw",17.034463,51.1140053
"Victor Segalen Bordeaux 2 University",-0.6063419,44.8251764
"Vrije University Brussel",4.394886,50.821658
"University of Arkansas at Fayetteville",-94.1736551,36.0678324
"Brunel University",-0.4692108,51.5331581
"Louisiana State University Health Sciences Center",-90.0832621,29.9572962
"Mississippi State University",-88.794525,33.456642
"Shandong University",117.029014,36.64893
"University of Arkansas at Little Rock",-92.3393046,34.7222984
"University of New England",-70.3890932,43.458625
"West Virginia University",-79.9559358,39.6361396
"Rutgers, The State University of New Jersey",-74.4470536,40.5014869
"Catholic University of Chile",-70.6407933,-33.4411279
"Lanzhou University",103.8585624,36.0477699
"Nankai University",117.1742232,39.1039443
"University of Hannover",9.7196989,52.3829641
"University of Kansas Medical Center",-94.6090437,39.0549176
"University of Lille 1",3.138063,50.609049
"University of Colorado at Denver",-104.999641,39.7467241
"Cranfield University",-0.6293078,52.0743967
"University of Dortmund",7.4128386,51.4926981
"Curtin University of Technology",115.8944182,-32.0061951
"University of Pompeu Fabra",2.1790535,41.3793687
"University of Santiago Compostela",-8.545475,42.8799935
"King Fahd University of Petroleum & Minerals",50.1445651,26.3104682
"Southeast University",-81.917928,28.029681
"The University of Texas at San Antonio",-98.6207675,29.5830244
"University of Versailles",2.1415094,48.7995965
"Xian Jiao Tong University",108.98371,34.250575
"University of Lorraine",6.1764664,48.6962743
"Karlsruhe Institute of Technology (KIT)",8.4170303,49.0119199
"Beijing Normal University",116.3662615,39.9619537
"Beijing University of Aeronautics and Astronautics",116.3472564,39.9809553
"Federal University of Sao Paulo",-46.6489943,-23.5916438
"University of Malaya",101.6545492,3.1201068
"University of Milan - Bicocca",9.213452,45.518383
"University of Technology, Sydney",151.2004942,-33.8832376
"University of Zagreb",15.9698015,45.8105703
"Aix Marseille University",5.3591422,43.2922146
"University of Washington",-122.3035199,47.6553351
"",NA,NA
"University of California-Berkeley",-122.2585399,37.8718992
"University of Michigan-Ann Arbor",-83.7382241,42.2780436
"The University of Melbourne",144.9611738,-37.7963689
"University of Pittsburgh-Pittsburgh Campus",-79.960835,40.4443533
"Swiss Federal Institute of Technology Lausanne",6.5667576,46.5190557
"Texas A & M University",-99.9018131,31.9685988
"The University of New South Wales",151.2312675,-33.917347
"University Paris Diderot - Paris 7",2.3817936,48.8293187
"Icahn School of Medicine at Mount Sinai",-73.9534,40.789756
"Norwegian University of Science and Technology - NTNU",10.402077,63.419499
"Queen Mary, University of London",-0.0403745,51.5240671
"Western University (The University of Western Ontario)",-81.2737336,43.0095971
"Beihang University",116.3472564,39.9809553
"Central South University",112.93251,28.16437
"ESPCI ParisTech",2.3472064,48.8414272
"London School of Hygiene & Tropical Medicine",-0.1302803,51.5209007
"SUNY at Albany",-73.8255313,42.6858364
"UNESP",-51.3568473,-20.3994463
"University of Campinas",-47.0647206,-22.8184393
"Capital University of Medical Sciences",116.352877,39.865173
"Catholic University of Korea",127.0043275,37.5859218
"King Abdullah University of Science and Technology",39.104697,22.309465
"MINES ParisTech",2.339632,48.845585
"Nanjing Medical University",118.774763,32.043846
"Peking Union Medical College",116.414837,39.911456
"University of Auvergne",3.0892171,45.7599363
"University of Science, Malaysia",100.3025177,5.3559337
"University of Paris-Sud (Paris 11)",2.1764839,48.6976847
"University of Pittsburgh, Pittsburgh Campus",-79.960835,40.4443533
"Université libre de Bruxelles (ULB)",4.3822222,50.8132068
"Vrije Universiteit Brussel (VUB)",4.394886,50.821658
"Toulouse School of Economics",1.4311596,43.6053604
"University at Buffalo, the State University of New York",-78.7889697,43.0008093
"University of Alabama at Birmingham",-86.8059187,33.5008055
"University of Montpellier",3.8603619,43.6319555
"China Medical University",123.412273,41.793213
"Paris Dauphine University (Paris 9)",2.273451,48.870029
"The University of Newcastle, Australia",151.7041775,-32.8927718
"University at Albany (State University of New York)",-73.8255313,42.6858364
"University of Montana - Missoula",-113.9852081,46.8600672
"Harvard University",-71.1166286,42.3800977
"Massachusetts Institute of Technology",-71.0934,42.3591
"Stanford University",-117.8389422,33.6518297
"University of Cambridge",0.1177882,52.2016671
"California Institute of Technology",-118.125269,34.1376576
"Princeton University",-74.6582332,40.3492867
"University of Oxford",-117.8273389,33.6504742
"Yale University",-90.315018,38.6595336
"Columbia University",-73.9625727,40.8075355
"University of California, Berkeley",-122.2447958,37.8805941
"University of Chicago",-87.5903039,41.7857416
"Cornell University",-117.8357356,33.6493781
"University of Pennsylvania",-90.3149303,38.6736751
"University of Tokyo",139.7442192,35.7198647
"Johns Hopkins University",-76.6003432,39.3272601
"Swiss Federal Institute of Technology in Zurich",8.541694,47.3768866
"Kyoto University",135.7680294,35.0116363
"Weizmann Institute of Science",34.811363,31.907867
"University of California, Los Angeles",-118.4431764,34.0729489
"University of California, San Diego",-117.2340135,32.8800604
"Rockefeller University",-117.8492959,33.6757662
"Hebrew University of Jerusalem",35.196198,31.779193
"New York University",-106.496973,31.777508
"University of California, San Francisco",-122.4767893,37.7233035
"University of Wisconsin–Madison",-89.4052247,43.0765915
"University of Illinois at Urbana–Champaign",-88.2271615,40.1019523
"Duke University",-117.166351,34.061706
"Imperial College London",-0.1732294,51.5177246
"University of Texas Southwestern Medical Center",-96.845988,32.8171391
"University of Texas at Austin",-97.7335226,30.2850284
"University College London",-0.1335692,51.5247063
"Osaka University",-99.1462101,19.2848865
"Northwestern University",-87.6197349,41.8954119
"University of Michigan, Ann Arbor",-83.7382148,42.2769159
"University of Toronto",-79.4023299,43.666663
"University of North Carolina at Chapel Hill",-78.9399682,35.9681485
"Washington University in St. Louis",-90.3308854,38.6846489
"University of Utah",-111.8884532,33.4249307
"University of Washington - Seattle",-122.3102213,47.6698745
"University of California, Santa Barbara",-117.8082831,33.6858022
"McGill University",-113.9836203,46.8624181
"Purdue University, West Lafayette",-86.9406509,40.4131203
"Carnegie Mellon University",-79.9441368,40.4432289
"University of Southern California",-117.2914463,34.1036186
"University of California, Davis",-121.7209826,38.5494919
"University of Colorado Boulder",-105.2627072,40.0071656
"University of California, Irvine",-117.853022,33.664081
"University of Paris-Sud",2.1764839,48.6976847
"University of Minnesota, Twin Cities",-93.2330739,44.9753541
"University of Arizona",-82.4530718,28.067177
"Technion – Israel Institute of Technology",35.0231271,32.7767783
"Ohio State University, Columbus",-83.0227103,39.9993865
"University of Rochester",-77.6260033,43.1305531
"École normale supérieure - Paris",2.3155998,48.8205162
"University of Florida",-80.277027,25.714868
"Tel Aviv University",34.8046043,32.1036332
"Rice University",-85.6613123,40.1136943
"Dartmouth College",-91.6514459,41.92479
"Vanderbilt University",-73.7199435,40.7694536
"University of Edinburgh",-3.1847238,55.9462691
"École Polytechnique",-73.6130801,45.504661
"Boston University",-0.1852592,51.4925846
"Pierre-and-Marie-Curie University",2.357499,48.8471036
"Pennsylvania State University, University Park",-77.8622,40.8041
"University of Geneva",6.1011686,46.2247046
"Brown University",-83.9617862,43.514033
"University of Maryland, College Park",-76.9367935,38.9920364
"Swiss Federal Institute of Technology in Lausanne",6.6322734,46.5196535
"Karolinska Institute",18.0214528,59.3494376
"Rutgers University-New Brunswick",-74.4473991,40.5008186
"Texas A&M University, College Station",-99.9018131,31.9685988
"Seoul National University",126.952712,37.48121
"University of Manchester",-90.3332427,38.6129798
"Sapienza University of Rome",12.5125693,41.9014226
"Arizona State University",-111.9339825,33.4205343
"Emory University",-80.627626,28.0658079
"Ruprecht Karl University of Heidelberg",8.6724335,49.3987524
"Ludwig Maximilian University of Munich",11.5819806,48.1351253
"University of Virginia",-93.1147395,44.9494426
"Leiden University",4.481357,52.1569487
"Tufts University",-71.120482,42.4036848
"Georgia Institute of Technology",-84.3988806,33.7784626
"University of Zurich",8.5595886,47.3588302
"University of Helsinki",-99.1698567,19.3049111
"Technical University of Munich",19.2402603,52.0563394
"University of Oslo",121.0936889,14.6712421
"University of Queensland",151.9287869,-27.6061106
"University of Copenhagen",121.0990078,14.6064499
"University of Sydney",149.6612155,-30.4730963
"Williams College",-84.4738811,39.1472083
"University of Bristol",-2.6259899,51.4771065
"Utrecht University",5.1214201,52.0907374
"King's College London",-0.0890873,51.4699486
"Indiana University - Bloomington",-86.5269373,39.1670467
"National University of Singapore",7.4674717,45.7399332
"Stony Brook University",-73.1146681,40.9098883
"Australian National University",142.389278,-10.890853
"University of Alberta",-113.5490268,53.4943212
"Paris Diderot University - Paris 7",2.3075232,48.8588342
"Peking University",116.3065393,39.9939231
"University of Notre Dame",-86.2377772,41.6973401
"National Taiwan University",121.518577,25.041471
"Tsinghua University",116.3246671,39.9990443
"Katholieke Universiteit Leuven",4.7004882,50.8759566
"University of Melbourne",144.9610796,-37.8013221
"University of Bonn",121.1009535,14.6051887
"Royal Institute of Technology",80.180752,12.9526028
"Michigan State University",-83.7333394,42.2752422
"University of the Witwatersrand",28.0437484,-26.1800289
"Lund University",-87.7106499,41.9722799
"Georgetown University",-77.0722585,38.9076089
"Aarhus University",12.1021324,55.695402
"University of Barcelona",-117.8207002,33.6766692
"Baylor College of Medicine",-93.0965455,31.743744
"University of Amsterdam",4.9470315,52.3561962
"University of Iowa",-117.3398859,33.9790905
"University of Groningen",6.5665018,53.2193835
"Radboud University Nijmegen",5.8372264,51.8125626
"Korea University",127.035859,37.590401
"University of Colorado Denver",-104.9693088,39.6839672
"University of Montreal",-90.350862,38.6816147
"Albert Ludwig University of Freiburg",7.8421043,47.9990077
"Ghent University",-123.1884423,49.2669654
"University of Glasgow",-4.288761,55.87151
"University of Miami",-80.2792843,25.7216374
