"university_name","lon","lat","bar_count"
"Central Queensland University",150.5185512,-23.324376,7
"University of Chile",-70.6509277,-33.4445204,199
"China Agricultural University",116.353052,40.004171,193
"Chung-Ang University",126.956954,37.504147,137
"Czech Technical University in Prague",14.3912841,50.1030364,200
"De Montfort University",-1.139599,52.6291014,184
"East China Normal University",121.4066077,31.227812,189
"Edith Cowan University",115.7732882,-31.7524053,22
"Federal University of Rio de Janeiro",-43.1753638,-22.9541412,195
"University of Granada",-3.600767,37.183853,199
"University of Haifa",35.0195184,32.7614296,14
"Huazhong University of Science and Technology",114.413666,30.507905,172
"Indian Institute of Technology Guwahati",91.6950635,26.1929025,12
"Jadavpur University",88.3698181,22.4996111,68
"Kanazawa University",136.7087378,36.5459854,20
"King Fahd University of Petroleum and Minerals",50.1445651,26.3104682,3
"University of La Laguna",-16.3127175,28.4848482,199
"University of Limerick",-8.5745593,52.6687383,76
"Manchester Metropolitan University",-2.238469,53.471055,192
"University of Maribor",15.6433073,46.5591885,54
"Masaryk University",16.605384,49.1986299,200
"Memorial University of Newfoundland",-52.7329053,47.5737975,72
"Missouri University of Science and Technology",-91.7755727,37.953451,9
"Montana State University",-111.049325,45.667548,44
"Monterrey Institute of Technology and Higher Education",-121.8970109,36.5993006,82
"National Taiwan Normal University",121.5273658,25.0254571,199
"National Technical University of Athens",23.7827066,37.9783769,199
"New Mexico State University",-106.7447566,32.2847481,32
"University of North Carolina at Greensboro",-79.8098429,36.0674908,101
"Oklahoma State University",-97.0737222,36.1270236,28
"Osaka City University",135.505417,34.5919232,200
"Otto von Guericke University of Magdeburg",11.647715,52.1401928,75
"University of Oviedo",-5.8462773,43.3617179,200
"Palacký University in Olomouc",17.2600153,49.5954268,148
"Pontifical Catholic University of Rio de Janeiro (PUC-Rio)",-43.2333608,-22.9782927,197
"Portland State University",-122.6846429,45.5119323,197
"University of Pretoria",28.2314476,-25.7545492,92
"Pusan National University",129.0797639,35.2336948,56
"Quaid-i-azam University",73.1380962,33.7462228,1
"University of Regina",-104.58849,50.4170134,64
"University of Rennes 1",-1.67296,48.1159299,200
"University of Salamanca",-5.6669251,40.9613376,200
"University of Santiago de Compostela",-8.545475,42.8799935,200
"Semmelweis University",19.0673266,47.4873553,200
"University of Seville",-5.9912307,37.3807579,199
"Université de Sherbrooke",-71.9255204,45.3768886,58
"Soochow University",120.639406,31.3094277,198
"South China University of Technology",113.344683,23.151326,195
"Tallinn University of Technology",24.671431,59.395884,28
"Tehran University of Medical Sciences",51.3941258,35.7058568,40
"University of Texas at Arlington",-97.1140881,32.7311482,64
"Tianjin University",117.1748329,39.1110824,191
"University of Toledo",-83.6125896,41.662156,53
"Tongji University",121.5045889,31.2823103,198
"University of Tulsa",-95.9445808,36.1511173,116
"United Arab Emirates University",55.6765345,24.1994378,3
"University of Wisconsin-Milwaukee",-87.8819686,43.078263,198
"Xi’an Jiaotong University",108.98371,34.250575,196
"University of A Coruña",-8.412419,43.3328827,200
"Adam Mickiewicz University",16.915402,52.4083974,199
"AGH University of Science and Technology",19.9136192,50.0668858,200
"Ajou University",127.0463559,37.2821251,86
"University of Alcalá",-3.3628674,40.4824722,200
"Alexandru Ioan Cuza University",27.5721117,47.1744351,78
"Aligarh Muslim University",78.0781901,27.9135016,3
"American University of Sharjah",55.4927023,25.3120502,2
"Amrita University",76.9025656,10.9001731,NA
"Anadolu University",30.4991884,39.7912871,38
"Andhra University",83.320085,17.728816,70
"University of Antioquia",-75.5691113,6.2669533,199
"Aristotle University of Thessaloniki",22.9592224,40.6308283,199
"Asia University, Taiwan",120.686421,24.046532,4
"Athens University of Economics and Business",23.7324354,37.9940805,199
"Auckland University of Technology",174.7673188,-36.8532194,200
"Austral University of Chile",-73.2516591,-39.8061639,30
"Beijing Institute of Technology",116.311256,39.957127,196
"Belarusian State University",27.5460609,53.8938988,143
"University of Belgrade",20.4575676,44.8184339,198
"Birla Institute of Technology and Science, Pilani",75.5869784,28.3639812,4
"University of Bradford",-1.763463,53.790788,161
"University of Brasília",-47.8706311,-15.7631573,172
"University of Brighton",-0.119365,50.842116,182
"University of Bucharest",26.1016731,44.4354447,192
"Budapest University of Technology and Economics",19.0554834,47.4813261,200
"Cairo University",31.2068151,30.0223946,47
"University of Calcutta",88.3629295,22.5747806,189
"California State University, Long Beach",-118.1140904,33.7838235,108
"Capital Medical University",116.352877,39.865173,151
"University of Castilla-La Mancha",-3.9266844,38.9933175,163
"University of Central Lancashire",-2.7084395,53.7619242,143
"University of Cergy-Pontoise",2.074954,49.039076,159
"Chang Gung University",121.389184,25.0341666,22
"Carlos III University of Madrid",-3.7268114,40.3161385,200
"University of Chemistry and Technology, Prague",14.389611,50.103301,200
"Chiang Mai University",98.9546758,18.8082874,200
"Chiba University",140.1024122,35.6262467,185
"China University of Geosciences (Wuhan)",114.4020037,30.518184,197
"China University of Petroleum (Beijing)",116.247116,40.219466,40
"Chonbuk National University",127.1293628,35.8468291,57
"Chongqing University",106.454213,29.560254,150
"Chonnam National University",NA,NA,NA
"Chulalongkorn University",100.5320528,13.7383777,199
"Chung Yuan Christian University",121.2428031,24.9569013,86
"Chungnam National University",127.3459548,36.3699872,62
"Comenius University in Bratislava",17.115559,48.1411309,198
"Coventry University",-1.5037461,52.4071747,182
"Dalian University of Technology",121.529021,38.880381,24
"University of Debrecen",21.6214756,47.5535039,59
"University of Delhi",77.1638282,28.5842523,87
"University of Dhaka",90.3924947,23.7315492,20
"Dublin Institute of Technology",-6.2676448,53.3386609,193
"Ehime University",132.7715089,33.8502377,160
"University of Electronic Science and Technology of China",104.100361,30.675104,196
"Eötvös Loránd University",19.0585445,47.4905698,200
"Erciyes University",35.5301767,38.7073405,8
"Federal University of Bahia",-38.5089752,-13.0024602,199
"Federal University of Minas Gerais",-43.9663841,-19.8690878,200
"Federal University of Paraná (UFPR)",-49.2617658,-25.4269081,199
"Federal University of Rio Grande do Sul",-51.2203322,-30.0335453,200
"Federal University of Santa Catarina",-48.5235907,-27.599144,165
"Federal University of São Carlos",-47.8811216,-21.979011,91
"Federal University of Viçosa",-42.8682513,-20.7643812,51
"Federal University of Lavras",-44.9775718,-21.2292703,50
"Feng Chia University",120.6467054,24.1788155,200
"Fu Jen Catholic University",121.4327592,25.0362991,78
"Gdańsk University of Technology",18.6163277,54.3716751,156
"University of Ghana",-0.1962244,5.650562,44
"Gifu University",136.7365752,35.4662236,8
"Glasgow Caledonian University",-4.2508041,55.8661538,199
"University of Greenwich",-0.0059828,51.4833425,193
"Hacettepe University",32.7299184,39.8705295,30
"University of Huddersfield",-1.7770916,53.6431171,155
"Hunan University",112.943822,28.179012,191
"University of Ibadan",3.8986279,7.4454027,11
"University of Indonesia",106.8295587,-6.3680739,58
"Inha University",126.653116,37.449627,58
"I-Shou University",120.4063526,22.7258536,3
"Istanbul University",28.961838,41.0126037,200
"Jilin University",125.348658,43.873742,197
"University of Jordan",35.8730077,32.0134626,8
"Jordan University of Science and Technology",35.9912257,32.4950392,NA
"Juntendo University",139.7608345,35.7021299,198
"K.N. Toosi University of Technology",51.4127853,35.7627046,26
"Kaohsiung Medical University",120.3097772,22.6473733,199
"Khon Kaen University",102.8266222,16.4731646,44
"Kingston University",-0.303931,51.4031134,181
"Kinki University",135.587042,34.65123,144
"Konkuk University",127.0793428,37.5407625,146
"Kumamoto University",130.7278725,32.8140382,200
"Kyungpook National University",128.6113282,35.8900521,72
"Kyushu Institute of Technology",130.8392259,33.8941523,181
"University of Latvia",24.1163132,56.9508098,199
"Lille 1 University – Science and Technology",3.138063,50.609049,144
"University of Lincoln",-0.5504171,53.2287474,106
"University of Ljubljana",14.5041552,46.0491938,194
"Miami University",-84.7308768,39.5105334,15
"Middlesex University",-0.2282466,51.5893495,190
"Moscow Institute of Physics and Technology",37.51821,55.930215,20
"University of Murcia",-1.1694307,38.0182593,200
"Nagasaki University",129.8646586,32.7861288,95
"University of Nairobi",36.816353,-1.280701,197
"National Chengchi University",121.576074,24.987516,56
"National Chung Cheng University",120.4728831,23.5633761,7
"National Chung Hsing University",120.6748697,24.123715,169
"National Taipei University of Technology",121.5354983,25.0422138,199
"National University of Córdoba",-64.1855702,-31.4354855,200
"National University of Science and Technology (MISiS)",37.6090761,55.728306,198
"National University of Sciences and Technology",72.9931107,33.6426397,7
"Niigata University",138.942539,37.86701,4
"Northumbria University",-1.607595,54.9768904,188
"Northwestern Polytechnical University",108.9137925,34.2436153,193
"Nottingham Trent University",-1.1524723,52.9579294,181
"Oakland University",-83.2073803,42.6695562,26
"Ocean University of China",120.335285,36.061242,193
"Ohio University",-82.1013889,39.324358,28
"Okayama University",133.9222225,34.6873868,198
"Osaka Prefecture University",135.5069805,34.5454313,157
"University of Pardubice",15.7694,50.04816,73
"Paris-Sorbonne University – Paris 4",2.3432774,48.8484556,198
"University of Patras",21.7871827,38.28657,20
"University of Pécs",18.237722,46.0741828,53
"Pontifical Catholic University of Paraná",-49.2520094,-25.4510637,198
"Pontifical Catholic University of Rio Grande do Sul (PUCRS)",-51.1743354,-30.0606457,200
"Pontifical Catholic University of Valparaíso",-71.605872,-33.044407,126
"Prince of Songkla University",100.4992064,7.0064179,68
"Qatar University",51.4871693,25.3769499,4
"Rio de Janeiro State University (UERJ)",-43.236132,-22.911174,199
"Rochester Institute of Technology",-77.6705143,43.0861017,30
"Saitama University",139.608483,35.8654477,199
"University of Salford",-2.270755,53.484586,191
"University of Santiago, Chile (USACH)",-70.6861315,-33.4517605,200
"São Paulo State University (UNESP)",-46.6409474,-23.5479026,200
"Savitribai Phule Pune University",73.824618,18.552338,101
"University of Science and Technology Beijing",116.357096,39.990249,192
"Sejong University",127.075092,37.549035,132
"Shahid Beheshti University",51.3946864,35.7990628,15
"Shanghai University",121.3930893,31.3149209,73
"Shantou University",116.639943,23.411124,2
"Sheffield Hallam University",-1.4660659,53.3790519,180
"Shinshu University",137.9789403,36.2500574,69
"Showa University",139.7037786,35.6082833,200
"Sichuan University",104.1872595,30.8232956,106
"University of Silesia in Katowice",19.0287157,50.2607501,141
"Slovak University of Technology in Bratislava",17.1177,48.154573,197
"Sogang University",126.9407529,37.5513365,159
"Sophia University",139.732278,35.682982,199
"University of South Africa",28.1992637,-25.7676588,73
"Southern Federal University",39.728334,47.224719,179
"University of Southern Mississippi",-89.3356963,31.3303296,36
"University of Southern Queensland",151.9311441,-27.6029207,14
"Suez Canal University",32.269729,30.620533,NA
"Sultan Qaboos University",58.1730322,23.5909657,1
"Suranaree University of Technology",102.0201115,14.881406,2
"University of Szeged",20.1461195,46.2501561,73
"Taipei Medical University",121.5616183,25.0253544,199
"Taras Shevchenko National University of Kyiv",30.5104024,50.4420868,200
"Technical University of Madrid",-3.7192798,40.4486372,200
"University of Tehran",51.386103,35.7286849,33
"University of Texas at El Paso",-106.5046216,31.7708544,122
"Texas Tech University",-101.8782822,33.5842591,60
"Tokai University",139.6845412,35.6644464,199
"Tokushima University",134.559832,34.070001,95
"Tokyo University of Marine Science and Technology",139.7470855,35.6268386,200
"Tokyo University of Science",139.741398,35.699399,198
"Tomsk State University",84.9478675,56.4694917,134
"Tottori University",134.1733411,35.5150797,4
"Toyohashi University of Technology",137.4086346,34.7017563,5
"Universiti Kebangsaan Malaysia",101.7774225,2.929997,1
"Universiti Putra Malaysia",101.71629,2.991686,15
"Universiti Sains Malaysia",100.3025177,5.3559337,27
"Universiti Teknologi MARA",101.5037611,3.0696089,17
"Ural Federal University",60.653668,56.844087,188
"V.N. Karazin Kharkiv National University",36.228139,50.004537,160
"Vilnius University",25.2876469,54.6825757,176
"Warsaw University of Technology",21.0080857,52.2212012,198
"University of West Bohemia",13.351554,49.723644,156
"University of the West of England",-2.5483131,51.5017572,170
"West University of Timişoara",21.2319146,45.7471643,93
"University of Westminster",-0.1429409,51.5169302,195
"Xidian University",108.837221,34.128921,8
"Yeungnam University",128.7575746,35.8322424,16
"Yıldız Technical University",29.0106553,41.0520861,200
"Yokohama City University",139.618239,35.33385,29
"Yokohama National University",139.592022,35.4729252,199
