"world_rank","university_name","country","teaching","international","research","citations","income","total_score","num_students","student_staff_ratio","international_students","female_male_ratio","year","lon","lat","bar_count"
NA,"University of St Gallen","Switzerland",25.8,"97.6",11.2,53.5,"41.8","-","6,848",10.8,"34%","32 : 68",2016,9.3755673,47.4321575,72
NA,"Graz University of Technology","Austria",26,"69.3",15.8,52.9,"77.2","-","7,542",12.5,"16%","22 : 78",2016,15.450342,47.0692742,200
NA,"University of Guelph","Canada",28,"53.6",34.2,44.4,"47.4","-","21,643",28.3,"4%","60 : 40",2016,-80.2245283,43.5331548,35
NA,"Hanyang University","South Korea",33.9,"54.3",32.6,31.1,"87.9","-","16,729",10.4,"19%","",2016,127.0453219,37.5572321,140
NA,"Hong Kong Baptist University","Hong Kong",22.6,"75.0",12.1,67.9,"28.8","-","10,441",11,"25%","61 : 39",2016,114.181587,22.337943,199
NA,"University of Houston","United States of America",34.9,"33.9",26.5,52,"42.3","-","40,325",43.7,"9%","50 : 50",2016,-95.3422334,29.7199489,198
NA,"Indian Institute of Technology Bombay","India",37.8,"17.7",28.6,48.5,"42.3","-","8,327",14.9,"1%","16 : 84",2016,72.9132679,19.1334302,162
NA,"Instituto Superior Técnico Lisboa","Portugal",22.2,"43.7",25,59.8,"38.8","-","11,778",16.9,"9%","27 : 73",2016,-9.138705,38.7368192,200
NA,"University of Jyväskylä","Finland",28.2,"47.1",25.5,55.5,"34.2","-","9,703",15.2,"5%","62 : 38",2016,25.7316335,62.2365317,39
NA,"La Trobe University","Australia",27,"78.0",28.5,45.4,"43.7","-","22,037",29,"27%","63 : 37",2016,145.0483946,-37.7207268,33
NA,"Loughborough University","United Kingdom",31.2,"72.9",32.2,41.3,"36.6","-","13,951",15.9,"22%","38 : 62",2016,-1.224632,52.769227,81
NA,"University of Manitoba","Canada",27.1,"57.8",26.9,49.7,"41.8","-","28,576",27.8,"11%","55 : 45",2016,-97.1366259,49.8075008,27
NA,"University of Missouri","United States of America",31.2,"31.0",21,60.2,"31.1","-","29,885",14.1,"5%","53 : 47",2016,-92.3277375,38.9403808,96
NA,"University of Modena and Reggio Emilia","Italy",18.7,"34.2",15.6,72.9,"32.3","-","19,693",25.3,"6%","54 : 46",2016,10.9279258,44.6451116,200
NA,"University of Montana","United States of America",30.8,"21.5",13.6,65.5,"31.0","-","12,470",15.2,"3%","54 : 46",2016,-113.9852081,46.8600672,52
NA,"National University of Ireland, Maynooth","Republic of Ireland",24.6,"75.6",22.8,50.2,"36.6","-","7,653",28,"11%","55 : 45",2016,-6.6000704,53.3838822,18
NA,"University of Nebraska Medical Center","United States of America",37,"37.7",13.3,64.4,"33.6","-","2,857",2.6,"8%","67 : 33",2016,-95.9778714,41.2551186,199
NA,"University of New Mexico","United States of America",25.6,"28.6",15.4,74.5,"37.0","-","",NA,"","",2016,-106.6197812,35.0843187,85
NA,"Norwegian University of Science and Technology","Norway",16.3,"59.9",25.8,59.8,"51.8","-","17,381",13.9,"9%","46 : 54",2016,10.402077,63.419499,57
NA,"University of Oulu","Finland",23.1,"56.9",15.9,62.3,"30.9","-","14,056",8.5,"6%","49 : 51",2016,25.4662935,65.0593177,14
NA,"Panthéon-Sorbonne University – Paris 1","France",53.2,"47.6",47.6,6.8,"28.3","-","42,215",34.3,"20%","59 : 41",2016,2.344468,48.8469373,198
NA,"Polytechnic University of Turin","Italy",23.7,"50.6",18.6,65.9,"42.5","-","27,709",19.6,"16%","29 : 71",2016,7.6620529,45.0627948,200
NA,"University of Rome III","Italy",23.1,"35.9",21,64.8,"37.5","-","36,353",61.2,"5%","59 : 41",2016,12.4795619,41.8620534,199
NA,"Sabancı University","Turkey",22.3,"42.7",32.3,52.8,"70.0","-","2,739",15.9,"6%","39 : 61",2016,29.3748667,40.8928831,2
NA,"San Diego State University","United States of America",20.3,"25.9",27,62.7,"29.3","-","27,420",31.7,"5%","57 : 43",2016,-117.0718893,32.7757217,87
NA,"University of South Australia","Australia",26.4,"89.0",26.7,41.2,"85.9","-","18,971",26.2,"32%","59 : 41",2016,138.6066669,-34.9201652,200
NA,"University of South Carolina","United States of America",31.1,"24.5",21.5,58.7,"30.3","-","29,336",16.3,"1%","55 : 45",2016,-81.0274276,33.996112,110
NA,"University of South Dakota","United States of America",29.3,"17.1",12.1,70.4,"28.0","-","8,003",17.1,"2%","61 : 39",2016,-96.925271,42.784118,9
NA,"State University of Campinas","Brazil",44.6,"21.1",42.3,22.6,"49.4","-","27,095",15.3,"3%","48 : 52",2016,-47.0647206,-22.8184393,89
NA,"University of Stirling","United Kingdom",22.6,"77.7",23.5,59.1,"30.4","-","7,828",15.9,"22%","61 : 39",2016,-3.918879,56.1459171,52
NA,"Sun Yat-sen University","China",31.9,"37.0",24.6,45.7,"79.4","-","51,351",16.6,"8%","51 : 49",2016,113.29947,23.103702,194
NA,"Swansea University","United Kingdom",22.2,"72.4",23.8,58.2,"32.7","-","12,801",17.1,"20%","49 : 51",2016,-3.982132,51.608392,177
NA,"Swinburne University of Technology","Australia",21.5,"84.8",20.2,53.4,"32.2","-","20,314",36.5,"33%","44 : 56",2016,145.0389546,-37.8221504,200
NA,"University of Tartu","Estonia",23.8,"46.1",22.8,64.2,"31.5","-","10,269",13,"3%","66 : 34",2016,26.7198658,58.3810843,42
NA,"Temple University","United States of America",34,"28.6",18.2,58.3,"41.6","-","33,268",13.3,"5%","51 : 49",2016,-75.1575243,39.9803336,197
NA,"University of Texas at San Antonio","United States of America",18.1,"29.6",16.6,74.9,"28.6","-","27,520",26.9,"6%","48 : 52",2016,-98.6207675,29.5830244,49
NA,"UiT The Arctic University of Norway","Norway",26.5,"66.1",18.7,58.8,"36.8","-","10,398",12.2,"10%","60 : 40",2016,18.9712162,69.6798027,23
NA,"Université Libre de Bruxelles","Belgium",26.1,"84.5",28.3,47.9,"39.1","-","23,819",26.1,"32%","54 : 46",2016,4.3822222,50.8132068,199
NA,"Lille 2 University – Health and Law","France",15.1,"39.4",9.5,81.7,"31.5","-","26,894",38.5,"8%","58 : 42",2016,3.0838866,50.6115951,200
NA,"University College Cork","Republic of Ireland",28.6,"75.5",23.8,48.4,"47.1","-","15,805",22.3,"15%","55 : 45",2016,-8.4932738,51.8921099,186
NA,"Verona University","Italy",23.6,"38.3",13.1,76.1,"36.6","-","25,250",19.7,"7%","65 : 35",2016,11.004076,45.43844,200
NA,"Victoria University of Wellington","New Zealand",26,"88.8",28.7,44.3,"45.6","-","17,142",21.1,"21%","55 : 45",2016,174.7686615,-41.2904017,165
NA,"Washington State University","United States of America",29,"39.6",28.2,49.6,"57.1","-","24,550",18.3,"7%","50 : 50",2016,-117.1542121,46.7319225,16
NA,"Wayne State University","United States of America",31.9,"29.6",14.2,65.3,"41.7","-","23,065",10.7,"7%","57 : 43",2016,-83.0665462,42.3591388,200
NA,"American University","United States of America",42.2,"28.9",16.5,41.1,"35.9","-","11,604",12,"12%","60 : 40",2016,-77.088468,38.93741,200
NA,"Aston University","Unted Kingdom",18.4,"92.5",20.4,51.9,"34.6","-","",NA,"","",2016,-1.8902314,52.4869642,194
NA,"University of Aveiro","Portugal",24.8,"45.9",26.5,43.6,"40.1","-","10,791",17.8,"10%","51 : 49",2016,-8.657506,40.6303024,67
NA,"University of Bari Aldo Moro","Italy",28.7,"31.7",21.6,48.8,"45.4","-","51,560",65.1,"2%","65 : 35",2016,16.8684745,41.1205546,199
NA,"Bar-Ilan University","Israel",22.6,"49.4",21.3,42.3,"28.9","-","17,503",16,"5%","59 : 41",2016,34.8430876,32.0691989,67
NA,"Bournemouth University","United Kingdom",32,"70.6",12.6,35.2,"28.8","-","14,907",25.9,"18%","53 : 47",2016,-1.8962463,50.742981,189
NA,"University of Brescia","Italy",15.6,"36.6",14.8,72.3,"35.8","-","14,076",25,"7%","48 : 52",2016,10.217297,45.537837,199
NA,"Brno University of Technology","Czech Republic",18,"35.8",14.7,55.8,"33.7","-","23,694",21.3,"15%","27 : 73",2016,16.6033808,49.2017233,200
NA,"Brunel University London","United Kingdom",24.8,"91.8",23.3,39.5,"34.7","-","12,613",17.6,"38%","46 : 54",2016,-0.4692108,51.5331581,101
NA,"Ca’ Foscari University of Venice","Italy",23.9,"38.1",27.8,48.9,"32.3","-","19,267",38.3,"7%","66 : 34",2016,12.3261971,45.4345319,200
NA,"University of Cagliari","Italy",19.4,"32.6",13.2,56.8,"33.6","-","30,638",51,"1%","62 : 38",2016,9.1149594,39.2175754,196
NA,"University of Canterbury","New Zealand",23.5,"91.0",22.5,38.9,"52.1","-","12,187",16.5,"20%","51 : 49",2016,172.5839233,-43.5235375,121
NA,"Catholic University of the Sacred Heart","Italy",18.6,"39.0",11.3,55.4,"38.7","-","30,304",18.9,"10%","",2016,9.1771785,45.4621325,200
NA,"Charles University in Prague","Czech Republic",31.5,"52.8",21.5,41,"28.2","-","51,438",13,"15%","62 : 38",2016,14.4234889,50.0871106,199
NA,"China Medical University, Taiwan","Taiwan",24,"25.7",29.4,45,"60.4","-","7,983",15.4,"8%","53 : 47",2016,120.6801328,24.1562767,200
NA,"City University London","United Kingdom",23.5,"89.6",21.2,43.5,"28.9","-","13,053",17.8,"50%","55 : 45",2016,-0.1025445,51.5278249,195
NA,"Claude Bernard University Lyon 1","France",21.3,"50.5",13.2,66.5,"34.5","-","35,308",16.1,"11%","50 : 50",2016,4.862939,45.779462,199
NA,"University of Coimbra","Portugal",28.3,"46.2",26.5,42.4,"34.8","-","22,795",19,"11%","55 : 45",2016,-8.4241509,40.2089072,95
NA,"Complutense University of Madrid","Spain",33.2,"39.1",27.6,31.2,"30.9","-","86,519",17.5,"13%","62 : 38",2016,-3.7285872,40.4478246,200
NA,"Concordia University","Canada",19.3,"77.4",23.4,36.4,"30.9","-","31,017",30.3,"27%","50 : 50",2016,-117.810409,33.65461,29
NA,"Curtin University","Australia",20.1,"93.1",20.2,44.6,"37.8","-","30,333",17.1,"38%","53 : 47",2016,115.8944182,-32.0061951,46
NA,"Dublin City University","Republic of Ireland",26.1,"76.7",25.2,36.3,"51.7","-","8,546",22.9,"17%","51 : 49",2016,-6.2567437,53.3861818,193
NA,"East China University of Science and Technology","China",24.1,"21.7",17.1,46.4,"64.7","-","27,140",15.5,"5%","",2016,121.4251069,31.1408757,123
NA,"Ewha Womans University","South Korea",23.9,"34.3",18.3,50.4,"57.6","-","17,625",14.4,"6%","100 : 0",2016,126.9468294,37.5618577,161
NA,"Federico Santa María Technical University","Chile",17.2,"54.1",10.1,70.5,"35.1","-","11,718",34,"2%","24 : 76",2016,-71.5956131,-33.0347298,156
NA,"University of Ferrara","Italy",17.7,"41.8",17.2,63.3,"35.9","-","18,882",30.2,"7%","56 : 44",2016,11.6261625,44.8334234,199
NA,"Florida International University","United States of America",25.7,"32.8",18.1,49.4,"32.7","-","32,566",25.9,"7%","56 : 44",2016,-80.3739487,25.7565756,49
NA,"University of Genoa","Italy",27.2,"38.8",14.2,59.3,"42.3","-","37,373",29.5,"9%","56 : 44",2016,8.9267336,44.4149149,200
NA,"Georgia State University","United States of America",26.3,"29.5",19.5,52.9,"28.7","-","28,534",20.4,"5%","59 : 41",2016,-84.3852819,33.753068,196
NA,"University of Graz","Austria",24.9,"68.9",16.3,53.3,"29.3","-","20,584",26.8,"12%","65 : 35",2016,15.4499126,47.0777872,200
NA,"Heriot-Watt University","United Kingdom",23.4,"90.1",22.4,36.4,"45.6","-","8,773",17.8,"43%","41 : 59",2016,-3.3203494,55.9096602,46
NA,"Hokkaido University","Japan",40.3,"27.9",32.8,29.3,"53.7","-","18,162",8.2,"9%","29 : 71",2016,141.340013,43.0779575,199
NA,"Howard University","United States of America",38.8,"30.3",11,44.5,"-","-","10,297",6.8,"5%","65 : 35",2016,-77.0194377,38.9226843,199
NA,"University of Hull","United Kingdom",22.4,"73.2",16.1,41.1,"31.8","-","15,141",18.7,"20%","52 : 48",2016,-0.3673875,53.7714552,174
NA,"University of Idaho","United States of America",28.3,"32.0",19.4,40.8,"32.4","-","11,641",21.5,"6%","47 : 53",2016,-117.0126084,46.7288124,14
NA,"Indian Institute of Technology Delhi","India",35.8,"15.5",25.8,33.4,"62.8","-","8,371",17.3,"1%","18 : 82",2016,77.1926283,28.5449756,193
NA,"Indian Institute of Technology Kharagpur","India",33.2,"13.3",30.5,41.4,"31.7","-","9,928",17.5,"0%","15 : 85",2016,87.3105311,22.3149274,4
NA,"Indian Institute of Technology Madras","India",34.6,"16.1",20.7,31.4,"88.9","-","8,234",15.9,"1%","19 : 81",2016,80.2339031,12.9908081,129
NA,"University of Ioannina","Greece",14.5,"36.9",17.7,56.4,"32.9","-","20,825",36.3,"4%","58 : 42",2016,20.8450898,39.6158593,8
NA,"Iran University of Science and Technology","Iran",25.9,"12.2",26,42.3,"61.2","-","10,311",23.9,"0%","24 : 76",2016,51.5023103,35.742474,12
NA,"Johannes Kepler University of Linz","Austria",19.2,"58.5",13.8,51.6,"37.4","-","19,646",29.1,"10%","48 : 52",2016,14.3219434,48.3375357,109
NA,"University of Kaiserslautern","Germany",29.6,"44.1",22.6,47.5,"80.2","-","14,184",54.4,"14%","36 : 64",2016,7.7556483,49.4253647,52
NA,"Keele University","United Kingdom",20,"72.7",17.6,53,"29.3","-","8,397",15.7,"20%","55 : 45",2016,-2.272053,53.0034373,89
NA,"University of KwaZulu-Natal","South Africa",20.3,"58.6",25.7,41.5,"38.2","-","30,572",24.9,"6%","58 : 42",2016,30.9807272,-29.8674219,91
NA,"Kyung Hee University","South Korea",26.1,"46.4",27.6,39.2,"89.4","-","24,356",17.4,"14%","",2016,127.052544,37.5961951,97
NA,"Kyushu University","Japan",36.5,"26.4",27.5,31.8,"83.2","-","18,925",6.7,"8%","28 : 72",2016,130.4250445,33.6266584,199
NA,"Lehigh University","United States of America",23.9,"36.0",15,58.2,"38.9","-","6,300",11.3,"15%","44 : 56",2016,-75.3782832,40.6069087,88
NA,"Louisiana State University","United States of America",26.8,"26.1",27.7,37.8,"-","-","28,116",20.1,"6%","52 : 48",2016,-91.1800023,30.4132579,74
NA,"University of Macau","Macau",18.5,"98.4",17,49.7,"34.9","-","8,521",14.9,"31%","58 : 42",2016,113.5466489,22.1290705,43
NA,"Makerere University","Uganda",15.1,"58.0",10.6,70.7,"28.0","-","37,340",29.4,"9%","50 : 50",2016,32.5709881,0.329183,183
NA,"Marche Polytechnic University","Italy",15.2,"27.3",11,80.2,"28.0","-","16,589",23,"4%","45 : 55",2016,13.5127759,43.6171442,132
NA,"University of Maryland, Baltimore County","United States of America",21.3,"28.2",18.2,61.3,"31.7","-","13,908",18.1,"7%","46 : 54",2016,-76.7111956,39.2551135,26
NA,"Murdoch University","Australia",18.7,"88.3",19.6,51.2,"36.5","-","16,606",32.8,"43%","59 : 41",2016,115.8329519,-32.0686354,22
NA,"University of Nantes","France",19.6,"35.1",12.2,69.4,"-","-","33,866",22.2,"11%","56 : 44",2016,-1.5559718,47.2095499,199
NA,"National and Kapodistrian University of Athens","Greece",26.7,"39.0",16.3,45.8,"-","-","63,052",32.3,"9%","61 : 39",2016,23.7786871,37.968196,199
NA,"National Autonomous University of Mexico","Mexico",42.7,"35.9",40.2,14.8,"63.7","-","137,378",11.6,"5%","51 : 49",2016,-99.1843676,19.3188895,199
NA,"National Cheng Kung University","Taiwan",29.8,"27.7",40.2,27.2,"100.0","-","21,234",14.4,"11%","36 : 64",2016,120.2180947,22.9996873,166
NA,"National Institute of Applied Sciences of Lyon (INSA Lyon)","France",27,"63.6",10.6,41.8,"40.3","-","6,137",8.2,"31%","31 : 69",2016,4.878273,45.782938,200
NA,"National Yang-Ming University","Taiwan",41.5,"15.8",18.5,33.3,"30.2","-","4,496",5.4,"2%","48 : 52",2016,121.5137024,25.1230017,63
NA,"University of Neuchâtel","Switzerland",24.2,"91.4",14.7,48.2,"-","-","4,358",8.5,"22%","59 : 41",2016,6.9387031,46.9938549,36
NA,"New University of Lisbon","Portugal",26.9,"44.5",21.9,38.3,"41.3","-","18,867",17.9,"7%","49 : 51",2016,-9.160333,38.733682,200
NA,"University of Nice Sophia Antipolis","France",21.4,"79.5",16.1,53.7,"28.5","-","27,304",20.3,"22%","56 : 44",2016,7.2896737,43.7099458,200
NA,"Novosibirsk State University","Russian Federation",41.4,"32.4",30.8,26.2,"38.2","-","7,131",7.1,"13%","52 : 48",2016,83.0943884,54.8477462,17
NA,"The Open University","United Kingdom",21,"51.5",13.8,60.3,"28.4","-","76,683",35.9,"9%","61 : 39",2016,-0.7104769,52.0250914,87
NA,"Oxford Brookes University","United Kingdom",25.7,"68.9",18.8,42.7,"28.4","-","14,238",18.5,"25%","57 : 43",2016,-1.29121,51.7399245,176
NA,"University of Palermo","Italy",15.3,"23.6",9.1,77.4,"28.0","-","43,875",22.4,"1%","60 : 40",2016,13.369838,38.11779,200
NA,"University of Parma","Italy",17.7,"36.8",16.6,56.4,"37.1","-","26,937",29.1,"7%","56 : 44",2016,10.3257786,44.8011856,200
NA,"University of Pisa","Italy",21.6,"31.1",18.9,64.5,"31.4","-","47,247",18,"4%","52 : 48",2016,10.3988593,43.7167235,200
NA,"Polytechnic University of Catalonia","Spain",25.2,"63.9",14.8,44.7,"40.9","-","22,893",11.7,"28%","12 : 88",2016,2.1132804,41.388004,200
NA,"Pontifical Catholic University of Chile","Chile",28.2,"52.4",21.3,37,"28.0","-","25,075",15.3,"7%","",2016,-70.6407933,-33.4411279,199
NA,"University of Porto","Portugal",32,"45.4",28.2,37.2,"38.7","-","32,720",18.8,"9%","54 : 46",2016,-8.6156998,41.1465479,200
NA,"University of Portsmouth","United Kingdom",17.2,"79.3",10.9,58.2,"28.9","-","20,161",19.1,"23%","45 : 55",2016,-1.0935686,50.7951287,172
NA,"RMIT University","Australia",24.7,"82.1",17.7,44.6,"37.0","-","29,501",18.1,"25%","47 : 53",2016,144.9639667,-37.8085495,198
NA,"University of Rome II – Tor Vergata","Italy",23.5,"36.5",17.2,64.5,"34.7","-","33,504",26.5,"6%","52 : 48",2016,12.5978728,41.850142,198
NA,"University of Rovira i Virgili","Spain",20.8,"41.5",14.8,66.9,"30.9","-","12,533",12.8,"9%","61 : 39",2016,1.260497,41.1196609,199
NA,"Saint Petersburg State University","Russian Federation",47.9,"33.0",31.4,14.5,"29.5","-","20,836",5.2,"7%","60 : 40",2016,30.2989198,59.941894,199
NA,"University of Salento","Italy",29.6,"24.5",13.2,53,"36.2","-","19,959",58.4,"1%","64 : 36",2016,18.1672669,40.3495599,200
NA,"University of San Francisco","United States of America",34.2,"40.1",12.9,43.8,"28.6","-","10,788",17,"17%","63 : 37",2016,-122.450683,37.7766466,198
NA,"University of Saskatchewan","Canada",30.8,"52.9",22.4,39.7,"62.9","-","19,028",16.3,"14%","57 : 43",2016,-106.6313582,52.1334003,97
NA,"Sharif University of Technology","Iran",26.6,"15.9",30.1,33.7,"87.8","-","10,977",18.7,"0%","27 : 73",2016,51.351593,35.7036366,20
NA,"University of Siena","Italy",23.7,"39.0",17.8,45.2,"33.2","-","18,846",23.6,"5%","59 : 41",2016,11.3330265,43.3191557,183
NA,"Southern Cross University","Australia",18.9,"52.7",18.3,53.3,"37.7","-","9,026",32.8,"15%","66 : 34",2016,153.2994676,-28.8186387,17
NA,"State University of New York Albany","United States of America",25.6,"31.4",35.3,35.5,"28.0","-","15,387",18.5,"8%","51 : 49",2016,-73.7611058,42.6558252,95
NA,"University of Strathclyde","United Kingdom",25.9,"71.0",28,31.8,"44.1","-","15,705",20.2,"20%","50 : 50",2016,-4.2428535,55.8628285,199
NA,"University of Tampere","Finland",23.5,"41.9",13.7,63.7,"40.0","-","10,045",9.5,"4%","66 : 34",2016,23.7787354,61.4937448,101
NA,"Tampere University of Technology","Finland",23.1,"54.0",17.2,45.5,"67.5","-","6,147",15.5,"13%","23 : 77",2016,23.8586408,61.4497952,11
NA,"Tokyo Medical and Dental University (TMDU)","Japan",39.3,"23.1",18.3,36.6,"59.5","-","2,872",3.3,"7%","51 : 49",2016,139.764451,35.7012897,198
NA,"Tokyo Metropolitan University","Japan",21.6,"19.9",11.4,72.2,"30.9","-","9,303",9.9,"4%","35 : 65",2016,139.6917064,35.6894875,198
NA,"University of Tsukuba","Japan",40,"34.4",30,33.7,"42.9","-","15,930",12.6,"16%","38 : 62",2016,140.1039611,36.1087221,53
NA,"University of Ulsan","South Korea",19.5,"18.6",20.5,54,"64.7","-","14,037",13.3,"3%","",2016,129.256337,35.543932,16
NA,"Ulster University","United Kingdom",19.1,"79.0",13.2,44.1,"29.2","-","19,622",15.8,"15%","55 : 45",2016,-6.6751586,55.1497581,29
NA,"Université du Québec à Montréal","Canada",26.8,"42.9",24.5,41.6,"29.2","-","27,046",24.7,"9%","61 : 39",2016,-73.5605955,45.5125995,200
NA,"Universiti Teknologi Malaysia","Malaysia",26.3,"51.7",14.6,44.7,"31.1","-","16,270",9,"13%","43 : 57",2016,103.6381827,1.55849,12
NA,"University of Urbino Carlo Bo","Italy",17.2,"35.0",8.7,66.8,"31.2","-","13,435",37.4,"7%","61 : 39",2016,12.6367849,43.7243069,43
NA,"University of Valencia","Spain",22.7,"40.5",16.9,49.6,"31.3","-","58,413",15.4,"9%","60 : 40",2016,-0.3593863,39.4793254,199
NA,"University of Waikato","New Zealand",19.3,"87.0",18.2,53.7,"30.7","-","10,159",17,"25%","57 : 43",2016,175.3184579,-37.7868611,44
NA,"Western Sydney University","Australia",20.1,"54.0",24.6,52.3,"30.7","-","30,704",32.2,"9%","56 : 44",2016,151.0251472,-33.8118321,59
NA,"Wuhan University","China",38.2,"36.7",26.8,18,"97.8","-","46,227",14.4,"7%","",2016,114.3643219,30.5360485,200
NA,"Xiamen University","China",26.7,"25.0",15.6,47,"-","-","32,921",12.3,"5%","52 : 48",2016,118.097855,24.4373484,193
NA,"American University of Beirut","Lebanon",27.7,"93.0",11.2,31.9,"-","-","7,695",8.9,"25%","51 : 49",2016,35.4811142,33.90113,125
NA,"Amirkabir University of Technology","Iran",24.5,"7.7",25.7,34.8,"55.7","-","14,080",25.6,"1%","34 : 66",2016,51.4091693,35.7040861,38
NA,"University of the Andes, Colombia","Colombia",21.2,"51.7",13.8,31.2,"28.0","-","15,773",16.9,"2%","44 : 56",2016,-74.065012,4.602968,199
NA,"University of Arkansas","United States of America",25.5,"25.9",17.4,30.3,"36.9","-","22,819",21.2,"5%","50 : 50",2016,-94.1736551,36.0678324,60
NA,"Auburn University","United States of America",30.2,"27.9",19.4,21,"37.2","-","22,386",17.6,"4%","51 : 49",2016,-85.4951663,32.5933574,24
NA,"Babeş-Bolyai University","Romania",27.9,"35.4",12.5,32.1,"28.6","-","37,915",23.5,"2%","67 : 33",2016,23.5912762,46.7677955,134
NA,"University of the Basque Country","Spain",18.2,"34.9",11.9,43.1,"30.3","-","46,373",15.3,"5%","53 : 47",2016,-2.673645,42.838485,200
NA,"Bauman Moscow State Technical University","Russian Federation",44,"15.6",23.7,3.1,"68.1","-","18,808",4,"4%","23 : 77",2016,37.6839719,55.7668614,200
NA,"Ben-Gurion University of the Negev","Israel",25.1,"52.9",21.3,30.1,"28.7","-","16,695",12.6,"2%","49 : 51",2016,34.801461,31.262218,41
NA,"Blaise Pascal University","France",20.2,"66.6",2.9,46.9,"-","-","15,619",7.1,"17%","55 : 45",2016,3.1123259,45.7640856,197
NA,"Boğaziçi University","Turkey",21.2,"38.3",17.2,45.4,"35.5","-","11,506",25,"7%","50 : 50",2016,29.0510399,41.0847571,76
NA,"University of Burgundy","France",21.4,"50.9",8.8,46.3,"-","-","26,612",20.8,"11%","54 : 46",2016,5.0703447,47.3117503,198
NA,"University of Canberra","Australia",18.4,"54.6",19.3,29.8,"36.2","-","11,221",28.6,"24%","54 : 46",2016,149.0840869,-35.2381609,31
NA,"Carleton University","Canada",19.9,"61.3",24,32,"30.4","-","25,036",29.8,"18%","47 : 53",2016,-75.698312,45.3830819,196
NA,"University of Catania","Italy",19.2,"25.3",15.9,52.9,"29.5","-","55,859",49.7,"1%","61 : 39",2016,15.0864981,37.5035647,200
NA,"Central Queensland University","Australia",20.9,"50.8",11.4,43.7,"32.5","-","11,452",29.6,"27%","59 : 41",2016,150.5185512,-23.324376,7
NA,"University of Chile","Chile",28.3,"44.1",19.6,30.5,"-","-","29,207",14.2,"3%","47 : 53",2016,-70.6509277,-33.4445204,199
NA,"China Agricultural University","China",35.8,"17.6",24.9,22.6,"52.3","-","19,342",12,"1%","57 : 43",2016,116.353052,40.004171,193
NA,"Chung-Ang University","South Korea",29.9,"43.7",27.6,17.4,"61.3","-","13,015",17.4,"17%","45 : 55",2016,126.956954,37.504147,137
NA,"Czech Technical University in Prague","Czech Republic",20.6,"25.0",9.3,46.5,"28.2","-","22,751",12,"","-",2016,14.3912841,50.1030364,200
NA,"De Montfort University","United Kingdom",16.8,"58.4",10.1,40.1,"28.5","-","16,812",19.1,"21%","57 : 43",2016,-1.139599,52.6291014,184
NA,"East China Normal University","China",24.6,"30.6",14.7,43.3,"42.0","-","29,623",14,"11%","63 : 37",2016,121.4066077,31.227812,189
NA,"Edith Cowan University","Australia",18.9,"68.7",16.1,35,"34.5","-","27,491",16.1,"16%","61 : 39",2016,115.7732882,-31.7524053,22
NA,"Federal University of Rio de Janeiro","Brazil",32.4,"25.1",19.7,18.3,"42.9","-","52,878",12.8,"2%","54 : 46",2016,-43.1753638,-22.9541412,195
NA,"University of Granada","Spain",24.3,"36.4",14.7,45.8,"29.4","-","53,476",16,"6%","56 : 44",2016,-3.600767,37.183853,199
NA,"University of Haifa","Israel",25.5,"34.7",29.5,26.2,"30.3","-","17,758",30.8,"1%","65 : 35",2016,35.0195184,32.7614296,14
NA,"Harbin Institute of Technology","China",29.4,"25.6",27.3,15.7,"99.8","-","31,658",10.8,"7%","29 : 71",2016,126.633425,45.747047,195
NA,"University of Hertfordshire","United Kingdom",15.5,"78.9",9.5,50.5,"29.3","-","19,665",19.4,"27%","54 : 46",2016,-0.2467997,51.7617561,56
NA,"Hiroshima University","Japan",27.8,"22.2",18.9,41.7,"42.2","-","14,686",8.2,"5%","36 : 64",2016,132.714908,34.403123,8
NA,"Huazhong University of Science and Technology","China",29.3,"17.3",22.7,31.6,"71.8","-","57,242",17.7,"4%","34 : 66",2016,114.413666,30.507905,172
NA,"Indian Institute of Technology Guwahati","India",24.3,"12.9",20.7,42.6,"32.3","-","4,710",14.2,"1%","14 : 86",2016,91.6950635,26.1929025,12
NA,"Indian Institute of Technology Kanpur","India",33.1,"16.4",15,31.5,"28.0","-","6,167",12.2,"0%","13 : 87",2016,80.2329,26.5123388,1
NA,"Indian Institute of Technology Roorkee","India",29.7,"13.9",17.5,37.2,"81.4","-","8,061",18.7,"1%","17 : 83",2016,77.8965787,29.8648599,1
NA,"Isfahan University of Technology","Iran",18.1,"17.2",23,39.5,"99.5","-","10,964",26.5,"1%","39 : 61",2016,51.5330109,32.7200351,NA
NA,"Istanbul Technical University","Turkey",19.2,"22.9",25.8,26.5,"72.1","-","34,550",16,"5%","34 : 66",2016,29.0253401,41.1055941,56
NA,"Jadavpur University","India",32.8,"7.7",22.2,31.8,"33.8","-","10,697",16.1,"0%","30 : 70",2016,88.3698181,22.4996111,68
NA,"Kanazawa University","Japan",24.7,"18.4",14.8,35.5,"30.4","-","10,546",10.4,"5%","36 : 64",2016,136.7087378,36.5459854,20
NA,"Kansas State University","United States of America",22.9,"41.7",17.5,39.3,"43.1","-","21,379",15.1,"10%","50 : 50",2016,-96.5847249,39.1974437,49
NA,"Keio University","Japan",25,"22.7",17.5,28.5,"41.4","-","33,751",11.9,"5%","32 : 68",2016,139.7429376,35.6489643,200
NA,"Kent State University","United States of America",18.4,"32.4",14.2,53.8,"28.5","-","23,122",19,"8%","58 : 42",2016,-81.3449261,41.1507253,37
